"","reg","year","region_year_mean_sst","region_year_max_sst","region_year_min_sst","region_year_seas_sst","lag1.region_year_mean_sst","lag1.region_year_max_sst","lag1.region_year_min_sst","lag1.region_year_seas_sst","lag2.region_year_mean_sst","lag2.region_year_max_sst","lag2.region_year_min_sst","lag2.region_year_seas_sst","lag3.region_year_mean_sst","lag3.region_year_max_sst","lag3.region_year_min_sst","lag3.region_year_seas_sst","lag4.region_year_mean_sst","lag4.region_year_max_sst","lag4.region_year_min_sst","lag4.region_year_seas_sst","lag5.region_year_mean_sst","lag5.region_year_max_sst","lag5.region_year_min_sst","lag5.region_year_seas_sst","lag6.region_year_mean_sst","lag6.region_year_max_sst","lag6.region_year_min_sst","lag6.region_year_seas_sst","lag7.region_year_mean_sst","lag7.region_year_max_sst","lag7.region_year_min_sst","lag7.region_year_seas_sst","lag8.region_year_mean_sst","lag8.region_year_max_sst","lag8.region_year_min_sst","lag8.region_year_seas_sst","lag9.region_year_mean_sst","lag9.region_year_max_sst","lag9.region_year_min_sst","lag9.region_year_seas_sst","lag10.region_year_mean_sst","lag10.region_year_max_sst","lag10.region_year_min_sst","lag10.region_year_seas_sst","sst_mean_change","sst_max_change","sst_min_change","sst_seas_change","sst_mean_change_lag1","sst_max_change_lag1","sst_min_change_lag1","sst_seas_change_lag1","sst_mean_change_lag2","sst_max_change_lag2","sst_min_change_lag2","sst_seas_change_lag2","sst_mean_change_lag3","sst_max_change_lag3","sst_min_change_lag3","sst_seas_change_lag3","sst_mean_change_lag4","sst_max_change_lag4","sst_min_change_lag4","sst_seas_change_lag4","sst_mean_change_lag5","sst_max_change_lag5","sst_min_change_lag5","sst_seas_change_lag5","sst_mean_change_lag6","sst_max_change_lag6","sst_min_change_lag6","sst_seas_change_lag6","sst_mean_change_lag7","sst_max_change_lag7","sst_min_change_lag7","sst_seas_change_lag7","sst_mean_change_lag8","sst_max_change_lag8","sst_min_change_lag8","sst_seas_change_lag8","sst_mean_change_lag9","sst_max_change_lag9","sst_min_change_lag9","sst_seas_change_lag9","sst_mean_change_abs","sst_max_change_abs","sst_min_change_abs","sst_seas_change_abs","sst_mean_change_lag1_abs","sst_max_change_lag1_abs","sst_min_change_lag1_abs","sst_seas_change_lag1_abs","sst_mean_change_lag2_abs","sst_max_change_lag2_abs","sst_min_change_lag2_abs","sst_seas_change_lag2_abs","sst_mean_change_lag3_abs","sst_max_change_lag3_abs","sst_min_change_lag3_abs","sst_seas_change_lag3_abs","sst_mean_change_lag4_abs","sst_max_change_lag4_abs","sst_min_change_lag4_abs","sst_seas_change_lag4_abs","sst_mean_change_lag5_abs","sst_max_change_lag5_abs","sst_min_change_lag5_abs","sst_seas_change_lag5_abs","sst_mean_change_lag6_abs","sst_max_change_lag6_abs","sst_min_change_lag6_abs","sst_seas_change_lag6_abs","sst_mean_change_lag7_abs","sst_max_change_lag7_abs","sst_min_change_lag7_abs","sst_seas_change_lag7_abs","sst_mean_change_lag8_abs","sst_max_change_lag8_abs","sst_min_change_lag8_abs","sst_seas_change_lag8_abs"
"1","AFSC_Aleutians",1963,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,5.8854684446941,8.86208020717415,3.81850692623446,5.04357328093969,6.17986790110965,9.10983076322282,3.86817164040911,5.24165912281372,5.67305918932465,9.1194004351512,3.36701814349518,5.75238229165602,5.39485713794822,8.52734581826844,3.44962516452512,5.07772065374332,5.40584030350209,8.51390580463613,3.07920053047247,5.43470527416366,5.47452145709425,8.59611438233883,3.18538658712537,5.41072779521346,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.157909630516549,-2.8187021319635,2.22487114897619,0.999804794270958,-0.294399456415548,-3.22436231852873,2.01729680428499,0.643809321880384,0.506808711784995,-2.93953253404155,2.81284975761447,0.427485609453628,0.278202051376431,-2.85428662894379,2.22343402479953,0.595338535581336,-0.0109831655538635,-3.11904866668791,2.31565660747575,-0.0398481362154355,-0.0686811535921681,-3.19027407883674,2.22045371637672,-0.0048874917113757,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517,0.487077415488299,0.446148942614721,0.186962362251475,0.259186580363246,0.157909630516549,0.310816225715172,0.386906169386756,0.697722395101927,0.294399456415548,0.247750556048674,0.0496647141746478,0.198085841874025,0.506808711784995,0.00956967192837332,0.50115349691393,0.510723168842304,0.278202051376431,0.592054616882759,0.082607021029943,0.674661637912703,0.0109831655538635,0.013440013632307,0.370424634052648,0.356984620420341
"2","AFSC_Aleutians",1964,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,5.8854684446941,8.86208020717415,3.81850692623446,5.04357328093969,6.17986790110965,9.10983076322282,3.86817164040911,5.24165912281372,5.67305918932465,9.1194004351512,3.36701814349518,5.75238229165602,5.39485713794822,8.52734581826844,3.44962516452512,5.07772065374332,5.40584030350209,8.51390580463613,3.07920053047247,5.43470527416366,-0.716525848034207,-1.90185603607669,-0.326246396885214,-1.57560963919147,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.157909630516549,-2.8187021319635,2.22487114897619,0.999804794270958,-0.294399456415548,-3.22436231852873,2.01729680428499,0.643809321880384,0.506808711784995,-2.93953253404155,2.81284975761447,0.427485609453628,0.278202051376431,-2.85428662894379,2.22343402479953,0.595338535581336,-0.0109831655538635,-3.11904866668791,2.31565660747575,-0.0398481362154355,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517,0.487077415488299,0.446148942614721,0.186962362251475,0.259186580363246,0.157909630516549,0.310816225715172,0.386906169386756,0.697722395101927,0.294399456415548,0.247750556048674,0.0496647141746478,0.198085841874025,0.506808711784995,0.00956967192837332,0.50115349691393,0.510723168842304,0.278202051376431,0.592054616882759,0.082607021029943,0.674661637912703
"3","AFSC_Aleutians",1965,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,5.8854684446941,8.86208020717415,3.81850692623446,5.04357328093969,6.17986790110965,9.10983076322282,3.86817164040911,5.24165912281372,5.67305918932465,9.1194004351512,3.36701814349518,5.75238229165602,5.39485713794822,8.52734581826844,3.44962516452512,5.07772065374332,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.157909630516549,-2.8187021319635,2.22487114897619,0.999804794270958,-0.294399456415548,-3.22436231852873,2.01729680428499,0.643809321880384,0.506808711784995,-2.93953253404155,2.81284975761447,0.427485609453628,0.278202051376431,-2.85428662894379,2.22343402479953,0.595338535581336,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517,0.487077415488299,0.446148942614721,0.186962362251475,0.259186580363246,0.157909630516549,0.310816225715172,0.386906169386756,0.697722395101927,0.294399456415548,0.247750556048674,0.0496647141746478,0.198085841874025,0.506808711784995,0.00956967192837332,0.50115349691393,0.510723168842304
"4","AFSC_Aleutians",1966,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,5.8854684446941,8.86208020717415,3.81850692623446,5.04357328093969,6.17986790110965,9.10983076322282,3.86817164040911,5.24165912281372,5.67305918932465,9.1194004351512,3.36701814349518,5.75238229165602,-0.0100183223461743,0.0936995305948773,-0.325171910417386,0.418871441012263,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.157909630516549,-2.8187021319635,2.22487114897619,0.999804794270958,-0.294399456415548,-3.22436231852873,2.01729680428499,0.643809321880384,0.506808711784995,-2.93953253404155,2.81284975761447,0.427485609453628,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517,0.487077415488299,0.446148942614721,0.186962362251475,0.259186580363246,0.157909630516549,0.310816225715172,0.386906169386756,0.697722395101927,0.294399456415548,0.247750556048674,0.0496647141746478,0.198085841874025
"5","AFSC_Aleutians",1967,5.42005922116918,8.45054935504738,2.88119304867891,5.56935630636847,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,5.8854684446941,8.86208020717415,3.81850692623446,5.04357328093969,6.17986790110965,9.10983076322282,3.86817164040911,5.24165912281372,0.036143407410016,0.203803143185429,-0.220940655368006,0.424743798553435,-0.0100183223461743,-2.76913086750791,1.95661019929486,0.65817474695639,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.157909630516549,-2.8187021319635,2.22487114897619,0.999804794270958,-0.294399456415548,-3.22436231852873,2.01729680428499,0.643809321880384,0.036143407410016,0.203803143185429,0.220940655368006,0.424743798553435,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517,0.487077415488299,0.446148942614721,0.186962362251475,0.259186580363246,0.157909630516549,0.310816225715172,0.386906169386756,0.697722395101927
"6","AFSC_Aleutians",1968,5.40537452924615,8.37089133638347,3.22222429666764,5.14866703971584,5.42005922116918,8.45054935504738,2.88119304867891,5.56935630636847,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,5.8854684446941,8.86208020717415,3.81850692623446,5.04357328093969,-0.0146846919230308,-0.079658018663908,0.341031247988725,-0.420689266652634,0.036143407410016,-2.82668699069278,2.31792551712226,0.275446713354143,-0.0100183223461743,-2.76913086750791,1.95661019929486,0.65817474695639,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.157909630516549,-2.8187021319635,2.22487114897619,0.999804794270958,0.0146846919230308,0.079658018663908,0.341031247988725,0.420689266652634,0.036143407410016,0.203803143185429,0.220940655368006,0.424743798553435,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517,0.487077415488299,0.446148942614721,0.186962362251475,0.259186580363246
"7","AFSC_Aleutians",1969,5.62738884771853,9.64280071708127,2.83416019386461,6.80864052321666,5.40537452924615,8.37089133638347,3.22222429666764,5.14866703971584,5.42005922116918,8.45054935504738,2.88119304867891,5.56935630636847,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,6.04337807521065,9.17289643288932,3.43160075684771,5.74129567604162,0.222014318472384,1.2719093806978,-0.38806410280303,1.65997348350083,-0.0146846919230308,-3.04517482580123,2.52418148056723,-0.163981777122324,0.036143407410016,-2.82668699069278,2.31792551712226,0.275446713354143,-0.0100183223461743,-2.76913086750791,1.95661019929486,0.65817474695639,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,-0.487077415488299,-3.61659577316697,2.12469990287464,-0.184995016319268,0.222014318472384,1.2719093806978,0.38806410280303,1.65997348350083,0.0146846919230308,0.079658018663908,0.341031247988725,0.420689266652634,0.036143407410016,0.203803143185429,0.220940655368006,0.424743798553435,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226,0.0391119340370993,0.569507809021534,0.000241759464017388,0.569266049557517
"8","AFSC_Aleutians",1970,5.52985875073162,8.42008439808065,3.25384450009745,5.1662398979832,5.62738884771853,9.64280071708127,2.83416019386461,6.80864052321666,5.40537452924615,8.37089133638347,3.22222429666764,5.14866703971584,5.42005922116918,8.45054935504738,2.88119304867891,5.56935630636847,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,5.55630065972235,8.7267474902746,3.24463839459623,5.48210909567837,-0.0975300969869064,-1.22271631900062,0.419684306232848,-1.64240062523347,0.222014318472384,-2.74350248866494,2.40516455105089,0.478721808002694,-0.0146846919230308,-3.04517482580123,2.52418148056723,-0.163981777122324,0.036143407410016,-2.82668699069278,2.31792551712226,0.275446713354143,-0.0100183223461743,-2.76913086750791,1.95661019929486,0.65817474695639,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,-0.0391119340370993,-3.20955876458935,2.27255033108902,0.0350796300068792,0.0975300969869064,1.22271631900062,0.419684306232848,1.64240062523347,0.222014318472384,1.2719093806978,0.38806410280303,1.65997348350083,0.0146846919230308,0.079658018663908,0.341031247988725,0.420689266652634,0.036143407410016,0.203803143185429,0.220940655368006,0.424743798553435,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427,0.0715464736252729,0.484205112625391,0.0490266417718344,0.533231754397226
"9","AFSC_Aleutians",1971,4.91148438394213,7.52697060314509,3.14143983303354,4.38553077011154,5.52985875073162,8.42008439808065,3.25384450009745,5.1662398979832,5.62738884771853,9.64280071708127,2.83416019386461,6.80864052321666,5.40537452924615,8.37089133638347,3.22222429666764,5.14866703971584,5.42005922116918,8.45054935504738,2.88119304867891,5.56935630636847,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,5.51718872568525,8.15723968125307,3.24439663513221,4.91284304612085,-0.618374366789494,-0.893113794935564,-0.112404667063911,-0.780709127871654,-0.0975300969869064,-4.11294196634965,2.69569855686702,-1.27878177248504,0.222014318472384,-2.74350248866494,2.40516455105089,0.478721808002694,-0.0146846919230308,-3.04517482580123,2.52418148056723,-0.163981777122324,0.036143407410016,-2.82668699069278,2.31792551712226,0.275446713354143,-0.0100183223461743,-2.76913086750791,1.95661019929486,0.65817474695639,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0715464736252729,-2.56850448194254,2.34433856417831,0.675892153189669,0.618374366789494,0.893113794935564,0.112404667063911,0.780709127871654,0.0975300969869064,1.22271631900062,0.419684306232848,1.64240062523347,0.222014318472384,1.2719093806978,0.38806410280303,1.65997348350083,0.0146846919230308,0.079658018663908,0.341031247988725,0.420689266652634,0.036143407410016,0.203803143185429,0.220940655368006,0.424743798553435,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147,0.246147875042574,0.457009939938528,0.454081769714243,0.00292817022428427
"10","AFSC_Aleutians",1972,4.99123713229929,8.29542003310898,2.66762334581178,5.6277966872972,4.91148438394213,7.52697060314509,3.14143983303354,4.38553077011154,5.52985875073162,8.42008439808065,3.25384450009745,5.1662398979832,5.62738884771853,9.64280071708127,2.83416019386461,6.80864052321666,5.40537452924615,8.37089133638347,3.22222429666764,5.14866703971584,5.42005922116918,8.45054935504738,2.88119304867891,5.56935630636847,5.38391581375916,8.24674621186195,3.10213370404692,5.14461250781503,5.39393413610533,8.15304668126707,3.4273056144643,4.72574106680277,5.11835722631889,7.1965986977403,3.32320536618941,3.87339333155089,5.8348830743531,9.09845473381699,3.64945176307462,5.44900297074236,5.58873519931052,8.64144479387846,3.19536999336038,5.44607480051808,0.0797527483571585,0.768449429963898,-0.473816487221764,1.24226591718566,-0.618374366789494,-3.50860001413852,1.65763988384468,-0.254755514041067,-0.0975300969869064,-4.11294196634965,2.69569855686702,-1.27878177248504,0.222014318472384,-2.74350248866494,2.40516455105089,0.478721808002694,-0.0146846919230308,-3.04517482580123,2.52418148056723,-0.163981777122324,0.036143407410016,-2.82668699069278,2.31792551712226,0.275446713354143,-0.0100183223461743,-2.76913086750791,1.95661019929486,0.65817474695639,0.275576909786445,-1.80266456163496,2.07072876991593,1.52054080455444,-0.716525848034207,-3.9800975074981,1.46890546324427,-0.330645744423474,0.246147875042574,-2.80656171952536,2.63951308099272,0.388808273835017,0.0797527483571585,0.768449429963898,0.473816487221764,1.24226591718566,0.618374366789494,0.893113794935564,0.112404667063911,0.780709127871654,0.0975300969869064,1.22271631900062,0.419684306232848,1.64240062523347,0.222014318472384,1.2719093806978,0.38806410280303,1.65997348350083,0.0146846919230308,0.079658018663908,0.341031247988725,0.420689266652634,0.036143407410016,0.203803143185429,0.220940655368006,0.424743798553435,0.0100183223461743,0.0936995305948773,0.325171910417386,0.418871441012263,0.275576909786445,0.956447983526776,0.104100248274895,0.852347735251881,0.716525848034207,1.90185603607669,0.326246396885214,1.57560963919147
