#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2020,3,16,1,10,999,99,99,99,99,99,999,1032.5,999,7.4,999,99,99
2020,3,16,1,20,999,99,99,99,99,99,999,1032.4,999,7.4,999,99,99
2020,3,16,1,30,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,1,40,999,99,99,0.67,8.33,4.92,130,1032.6,999,7.4,999,99,99
2020,3,16,1,50,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,2,0,999,99,99,99,99,99,999,1032.5,999,7.4,999,99,99
2020,3,16,2,10,999,99,99,99,99,99,999,1032.5,999,7.4,999,99,99
2020,3,16,2,20,999,99,99,99,99,99,999,1032.5,999,7.4,999,99,99
2020,3,16,2,30,999,99,99,99,99,99,999,1032.5,999,7.4,999,99,99
2020,3,16,2,40,999,99,99,0.61,9.09,5.01,143,1032.5,999,7.4,999,99,99
2020,3,16,2,50,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,3,0,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,3,10,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,3,20,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,3,30,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,3,40,999,99,99,0.64,8.33,5.35,146,1032.7,999,7.4,999,99,99
2020,3,16,3,50,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,4,0,999,99,99,99,99,99,999,1032.6,999,7.4,999,99,99
2020,3,16,4,10,999,99,99,99,99,99,999,1032.8,999,7.3,999,99,99
2020,3,16,4,20,999,99,99,99,99,99,999,1032.9,999,7.3,999,99,99
2020,3,16,4,30,999,99,99,99,99,99,999,1033,999,7.3,999,99,99
2020,3,16,4,40,999,99,99,0.62,10,5.55,135,1033.1,999,7.3,999,99,99
2020,3,16,4,50,999,99,99,99,99,99,999,1033,999,7.3,999,99,99
2020,3,16,5,0,999,99,99,99,99,99,999,1033.1,999,7.3,999,99,99
2020,3,16,5,10,999,99,99,99,99,99,999,1033.2,999,7.3,999,99,99
2020,3,16,5,20,999,99,99,99,99,99,999,1033.2,999,7.3,999,99,99
2020,3,16,5,30,999,99,99,99,99,99,999,1033.2,999,7.3,999,99,99
2020,3,16,5,40,999,99,99,0.64,9.09,5.65,146,1033.3,999,7.3,999,99,99
2020,3,16,5,50,999,99,99,99,99,99,999,1033.3,999,7.3,999,99,99
2020,3,16,6,0,999,99,99,99,99,99,999,1033.3,999,7.3,999,99,99
2020,3,16,6,10,999,99,99,99,99,99,999,1033.3,999,7.3,999,99,99
2020,3,16,6,20,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,6,30,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,6,40,999,99,99,0.6,10,5.52,124,1033.4,999,7.3,999,99,99
2020,3,16,6,50,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,7,0,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,7,10,999,99,99,99,99,99,999,1033.5,999,7.3,999,99,99
2020,3,16,7,20,999,99,99,99,99,99,999,1033.6,999,7.3,999,99,99
2020,3,16,7,30,999,99,99,99,99,99,999,1033.5,999,7.3,999,99,99
2020,3,16,7,40,999,99,99,0.59,9.09,5.7,147,1033.5,999,7.3,999,99,99
2020,3,16,7,50,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,8,0,999,99,99,99,99,99,999,1033.3,999,7.3,999,99,99
2020,3,16,8,10,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,8,20,999,99,99,99,99,99,999,1033.3,999,7.3,999,99,99
2020,3,16,8,30,999,99,99,99,99,99,999,1033.4,999,7.3,999,99,99
2020,3,16,8,40,999,99,99,0.65,9.09,5.28,152,1033.5,999,7.3,999,99,99
2020,3,16,8,50,999,99,99,99,99,99,999,1033.7,999,7.3,999,99,99
2020,3,16,9,0,999,99,99,99,99,99,999,1033.7,999,7.3,999,99,99
2020,3,16,9,10,999,99,99,99,99,99,999,1033.7,999,7.3,999,99,99
2020,3,16,9,20,999,99,99,99,99,99,999,1033.8,999,7.3,999,99,99
2020,3,16,9,30,999,99,99,99,99,99,999,1033.8,999,7.3,999,99,99
2020,3,16,9,40,999,99,99,0.64,9.09,4.49,170,1033.9,999,7.3,999,99,99
2020,3,16,9,50,999,99,99,99,99,99,999,1034.1,999,7.3,999,99,99
2020,3,16,10,0,999,99,99,99,99,99,999,1034.3,999,7.3,999,99,99
2020,3,16,10,10,999,99,99,99,99,99,999,1034.3,999,7.3,999,99,99
2020,3,16,10,20,999,99,99,99,99,99,999,1034.4,999,7.3,999,99,99
2020,3,16,10,30,999,99,99,99,99,99,999,1034.5,999,7.3,999,99,99
2020,3,16,10,40,999,99,99,0.77,10,4.14,175,1034.5,999,7.3,999,99,99
2020,3,16,10,50,999,99,99,99,99,99,999,1034.4,999,7.3,999,99,99
2020,3,16,11,0,999,99,99,99,99,99,999,1034.5,999,7.3,999,99,99
2020,3,16,11,10,999,99,99,99,99,99,999,1034.7,999,7.3,999,99,99
2020,3,16,11,20,999,99,99,99,99,99,999,1034.8,999,7.3,999,99,99
2020,3,16,11,30,999,99,99,99,99,99,999,1035,999,7.3,999,99,99
2020,3,16,11,40,999,99,99,0.86,9.09,4.22,164,1035.1,999,7.3,999,99,99
2020,3,16,11,50,999,99,99,99,99,99,999,1035.3,999,7.3,999,99,99
2020,3,16,12,0,999,99,99,99,99,99,999,1035.3,999,7.3,999,99,99
2020,3,16,12,10,999,99,99,99,99,99,999,1035.3,999,7.3,999,99,99
2020,3,16,12,20,999,99,99,99,99,99,999,1035.1,999,7.3,999,99,99
2020,3,16,12,30,999,99,99,99,99,99,999,1035.4,999,999,999,99,99
2020,3,16,12,40,999,99,99,0.99,4.17,4.05,62,1035.5,999,7.3,999,99,99
2020,3,16,12,50,999,99,99,99,99,99,999,1035.6,999,7.3,999,99,99
2020,3,16,13,0,999,99,99,99,99,99,999,1035.7,999,7.3,999,99,99
2020,3,16,13,10,999,99,99,99,99,99,999,1035.8,999,7.3,999,99,99
2020,3,16,13,20,999,99,99,99,99,99,999,1035.8,999,7.3,999,99,99
2020,3,16,13,30,999,99,99,99,99,99,999,1035.9,999,7.3,999,99,99
2020,3,16,13,40,999,99,99,0.98,3.85,4.14,74,1036.1,999,7.3,999,99,99
2020,3,16,13,50,999,99,99,99,99,99,999,1036,999,7.3,999,99,99
2020,3,16,14,0,999,99,99,99,99,99,999,1036.1,999,7.3,999,99,99
2020,3,16,14,10,999,99,99,99,99,99,999,1035.9,999,7.3,999,99,99
2020,3,16,14,20,999,99,99,99,99,99,999,1035.9,999,7.3,999,99,99
2020,3,16,14,30,999,99,99,99,99,99,999,1035.7,999,7.3,999,99,99
2020,3,16,14,40,999,99,99,1.12,4.17,4.16,81,1035.6,999,7.3,999,99,99
2020,3,16,14,50,999,99,99,99,99,99,999,1035.8,999,7.3,999,99,99
2020,3,16,15,0,999,99,99,99,99,99,999,1035.9,999,7.3,999,99,99
2020,3,16,15,10,999,99,99,99,99,99,999,1035.9,999,7.3,999,99,99
2020,3,16,15,20,999,99,99,99,99,99,999,1036.2,999,7.3,999,99,99
2020,3,16,15,30,999,99,99,99,99,99,999,1036.4,999,7.3,999,99,99
2020,3,16,15,40,999,99,99,1.18,4.76,4.26,50,1036.1,999,7.3,999,99,99
2020,3,16,15,50,999,99,99,99,99,99,999,1036.4,999,7.3,999,99,99
2020,3,16,16,0,999,99,99,99,99,99,999,1036.4,999,7.3,999,99,99
2020,3,16,16,10,999,99,99,99,99,99,999,1036.2,999,7.3,999,99,99
2020,3,16,16,20,999,99,99,99,99,99,999,1036.1,999,7.3,999,99,99
2020,3,16,16,30,999,99,99,99,99,99,999,1036.1,999,7.3,999,99,99
2020,3,16,16,40,999,99,99,1.24,5,4.44,59,1036,999,7.3,999,99,99
2020,3,16,16,50,999,99,99,99,99,99,999,1035.9,999,7.4,999,99,99
2020,3,16,17,0,999,99,99,99,99,99,999,1036.1,999,7.4,999,99,99
2020,3,16,17,10,999,99,99,99,99,99,999,1036.2,999,7.4,999,99,99
2020,3,16,17,20,999,99,99,99,99,99,999,1035.9,999,7.4,999,99,99
2020,3,16,17,30,999,99,99,99,99,99,999,1035.9,999,7.4,999,99,99
2020,3,16,17,40,999,99,99,1.33,5.56,4.58,31,1035.4,999,7.4,999,99,99
2020,3,16,17,50,999,99,99,99,99,99,999,1035.1,999,7.4,999,99,99
2020,3,16,18,0,999,99,99,99,99,99,999,1035,999,7.4,999,99,99
2020,3,16,18,10,999,99,99,99,99,99,999,1034.6,999,7.4,999,99,99
2020,3,16,18,20,999,99,99,99,99,99,999,1034.5,999,7.4,999,99,99
2020,3,16,18,30,999,99,99,99,99,99,999,1034.4,999,7.4,999,99,99
2020,3,16,18,40,999,99,99,1.35,6.25,4.55,43,1034.6,999,7.4,999,99,99
2020,3,16,18,50,999,99,99,99,99,99,999,1034.4,999,7.4,999,99,99
2020,3,16,19,0,999,99,99,99,99,99,999,1034.4,999,7.4,999,99,99
2020,3,16,19,10,999,99,99,99,99,99,999,1034.4,999,7.4,999,99,99
2020,3,16,19,20,999,99,99,99,99,99,999,1034.3,999,7.4,999,99,99
2020,3,16,19,30,999,99,99,99,99,99,999,1034.3,999,7.4,999,99,99
2020,3,16,19,40,999,99,99,1.27,6.25,4.55,53,1034.3,999,7.4,999,99,99
2020,3,16,19,50,999,99,99,99,99,99,999,1034.2,999,7.4,999,99,99
2020,3,16,20,0,999,99,99,99,99,99,999,1034.1,999,999,999,99,99
2020,3,16,20,10,999,99,99,99,99,99,999,1033.9,999,7.4,999,99,99
2020,3,16,20,20,999,99,99,99,99,99,999,1033.8,999,7.4,999,99,99
2020,3,16,20,30,999,99,99,99,99,99,999,1033.5,999,7.3,999,99,99
2020,3,16,20,40,999,99,99,1.27,6.25,4.6,48,1033.4,999,7.4,999,99,99
2020,3,16,20,50,999,99,99,99,99,99,999,1033.3,999,7.4,999,99,99
2020,3,16,21,0,999,99,99,99,99,99,999,1033.2,999,7.4,999,99,99
2020,3,16,21,10,999,99,99,99,99,99,999,1033.1,999,7.4,999,99,99
2020,3,16,21,20,999,99,99,99,99,99,999,1033.1,999,7.3,999,99,99
2020,3,16,21,30,999,99,99,99,99,99,999,1033.2,999,7.3,999,99,99
2020,3,16,21,40,999,99,99,1.31,5.26,4.68,60,1032.7,999,7.3,999,99,99
2020,3,16,21,50,999,99,99,99,99,99,999,1032.9,999,7.3,999,99,99
2020,3,16,22,0,999,99,99,99,99,99,999,1032.8,999,7.3,999,99,99
2020,3,16,22,10,999,99,99,99,99,99,999,1032.5,999,7.3,999,99,99
2020,3,16,22,20,999,99,99,99,99,99,999,1032.7,999,7.3,999,99,99
2020,3,16,22,30,999,99,99,99,99,99,999,1032.4,999,7.3,999,99,99
2020,3,16,22,40,999,99,99,1.33,5.26,4.66,72,1032.8,999,7.3,999,99,99
2020,3,16,22,50,999,99,99,99,99,99,999,1032.9,999,7.3,999,99,99
2020,3,16,23,0,999,99,99,99,99,99,999,1032.5,999,7.3,999,99,99
2020,3,16,23,10,999,99,99,99,99,99,999,1032.5,999,7.3,999,99,99
2020,3,16,23,20,999,99,99,99,99,99,999,1032.6,999,7.3,999,99,99
2020,3,16,23,30,999,99,99,99,99,99,999,1032.4,999,7.3,999,99,99
2020,3,16,23,40,999,99,99,1.32,5.26,4.69,64,1032.4,999,7.3,999,99,99
2020,3,16,23,50,999,99,99,99,99,99,999,1032.3,999,7.3,999,99,99
2020,3,17,0,0,999,99,99,99,99,99,999,1032.4,999,7.3,999,99,99
2020,3,17,0,10,999,99,99,99,99,99,999,1032.1,999,7.3,999,99,99
2020,3,17,0,20,999,99,99,99,99,99,999,1032,999,7.3,999,99,99
2020,3,17,0,30,999,99,99,99,99,99,999,1031.7,999,7.3,999,99,99
2020,3,17,0,40,999,99,99,1.35,5.56,4.6,57,1032.2,999,7.3,999,99,99
2020,3,17,0,50,999,99,99,99,99,99,999,1032.3,999,7.3,999,99,99
2020,3,17,1,0,999,99,99,99,99,99,999,1032.1,999,7.3,999,99,99
2020,3,17,1,10,999,99,99,99,99,99,999,1031.9,999,7.3,999,99,99
2020,3,17,1,20,999,99,99,99,99,99,999,1032.1,999,7.3,999,99,99
2020,3,17,1,30,999,99,99,99,99,99,999,1031.8,999,7.3,999,99,99
2020,3,17,1,40,999,99,99,1.37,5.56,4.57,64,1031.5,999,7.3,999,99,99
2020,3,17,1,50,999,99,99,99,99,99,999,1031.7,999,7.3,999,99,99
2020,3,17,2,0,999,99,99,99,99,99,999,1031.2,999,7.3,999,99,99
2020,3,17,2,10,999,99,99,99,99,99,999,1031.2,999,7.3,999,99,99
2020,3,17,2,20,999,99,99,99,99,99,999,1031.3,999,7.3,999,99,99
2020,3,17,2,30,999,99,99,99,99,99,999,1031.3,999,7.3,999,99,99
2020,3,17,2,40,999,99,99,1.49,5.88,4.65,75,1031,999,7.3,999,99,99
2020,3,17,2,50,999,99,99,99,99,99,999,1030.7,999,7.3,999,99,99
2020,3,17,3,0,999,99,99,99,99,99,999,1030.5,999,7.3,999,99,99
2020,3,17,3,10,999,99,99,99,99,99,999,1030.6,999,7.3,999,99,99
2020,3,17,3,20,999,99,99,99,99,99,999,1030.5,999,7.3,999,99,99
2020,3,17,3,30,999,99,99,99,99,99,999,1030.3,999,7.3,999,99,99
2020,3,17,3,40,999,99,99,1.52,5.56,4.72,83,1030.4,999,7.3,999,99,99
2020,3,17,3,50,999,99,99,99,99,99,999,1030.3,999,7.3,999,99,99
2020,3,17,4,0,999,99,99,99,99,99,999,1030.4,999,7.3,999,99,99
2020,3,17,4,10,999,99,99,99,99,99,999,1030.1,999,7.3,999,99,99
2020,3,17,4,20,999,99,99,99,99,99,999,1029.9,999,7.3,999,99,99
2020,3,17,4,30,999,99,99,99,99,99,999,1029.9,999,7.3,999,99,99
2020,3,17,4,40,999,99,99,1.5,5.56,4.86,90,1029.5,999,7.3,999,99,99
2020,3,17,4,50,999,99,99,99,99,99,999,1029.3,999,7.3,999,99,99
2020,3,17,5,0,999,99,99,99,99,99,999,1029.1,999,7.3,999,99,99
2020,3,17,5,10,999,99,99,99,99,99,999,1028.9,999,7.3,999,99,99
2020,3,17,5,20,999,99,99,99,99,99,999,1028.4,999,7.3,999,99,99
2020,3,17,5,30,999,99,99,99,99,99,999,1028.1,999,7.3,999,99,99
2020,3,17,5,40,999,99,99,1.41,5.88,4.83,103,1028,999,7.3,999,99,99
2020,3,17,5,50,999,99,99,99,99,99,999,1027.7,999,7.3,999,99,99
2020,3,17,6,0,999,99,99,99,99,99,999,1027.6,999,7.3,999,99,99
2020,3,17,6,10,999,99,99,99,99,99,999,1027.6,999,7.3,999,99,99
2020,3,17,6,20,999,99,99,99,99,99,999,1027.3,999,7.3,999,99,99
2020,3,17,6,30,999,99,99,99,99,99,999,1027.2,999,7.3,999,99,99
2020,3,17,6,40,999,99,99,1.4,6.25,4.92,105,1027.1,999,7.3,999,99,99
2020,3,17,6,50,999,99,99,99,99,99,999,1026.8,999,7.3,999,99,99
2020,3,17,7,0,999,99,99,99,99,99,999,1026.6,999,7.3,999,99,99
2020,3,17,7,10,999,99,99,99,99,99,999,1026.3,999,7.3,999,99,99
2020,3,17,7,20,999,99,99,99,99,99,999,1026,999,7.3,999,99,99
2020,3,17,7,30,999,99,99,99,99,99,999,1025.3,999,7.3,999,99,99
2020,3,17,7,40,999,99,99,1.47,6.25,4.9,119,1025,999,7.3,999,99,99
2020,3,17,7,50,999,99,99,99,99,99,999,1025.2,999,7.3,999,99,99
2020,3,17,8,0,999,99,99,99,99,99,999,1025,999,7.3,999,99,99
2020,3,17,8,10,999,99,99,99,99,99,999,1024.7,999,7.3,999,99,99
2020,3,17,8,20,999,99,99,99,99,99,999,1024.2,999,7.3,999,99,99
2020,3,17,8,30,999,99,99,99,99,99,999,1024.3,999,7.3,999,99,99
2020,3,17,8,40,999,99,99,1.51,5.88,4.94,109,1024.2,999,7.3,999,99,99
2020,3,17,8,50,999,99,99,99,99,99,999,1023.9,999,7.3,999,99,99
2020,3,17,9,0,999,99,99,99,99,99,999,1024,999,7.3,999,99,99
2020,3,17,9,10,999,99,99,99,99,99,999,1023.7,999,7.3,999,99,99
2020,3,17,9,20,999,99,99,99,99,99,999,1023.4,999,7.3,999,99,99
2020,3,17,9,30,999,99,99,99,99,99,999,1023.5,999,7.3,999,99,99
2020,3,17,9,40,999,99,99,1.51,6.25,5.07,116,1023.4,999,7.3,999,99,99
2020,3,17,9,50,999,99,99,99,99,99,999,1023.2,999,7.3,999,99,99
2020,3,17,10,0,999,99,99,99,99,99,999,1022.8,999,7.3,999,99,99
2020,3,17,10,10,999,99,99,99,99,99,999,1022.9,999,7.3,999,99,99
2020,3,17,10,20,999,99,99,99,99,99,999,1022.5,999,7.3,999,99,99
2020,3,17,10,30,999,99,99,99,99,99,999,1022.5,999,7.3,999,99,99
2020,3,17,10,40,999,99,99,1.69,6.67,5.12,122,1022.5,999,7.3,999,99,99
2020,3,17,10,50,999,99,99,99,99,99,999,1022.4,999,7.3,999,99,99
2020,3,17,11,0,999,99,99,99,99,99,999,1021.8,999,7.3,999,99,99
2020,3,17,11,10,999,99,99,99,99,99,999,1021.5,999,7.3,999,99,99
2020,3,17,11,20,999,99,99,99,99,99,999,1021.2,999,7.3,999,99,99
2020,3,17,11,30,999,99,99,99,99,99,999,1021.4,999,7.3,999,99,99
2020,3,17,11,40,999,99,99,1.69,7.14,5.27,121,1021.5,999,7.3,999,99,99
2020,3,17,11,50,999,99,99,99,99,99,999,1021.4,999,7.3,999,99,99
2020,3,17,12,0,999,99,99,99,99,99,999,1021.1,999,7.3,999,99,99
2020,3,17,12,10,999,99,99,99,99,99,999,1020.8,999,7.3,999,99,99
2020,3,17,12,20,999,99,99,99,99,99,999,1020.7,999,7.3,999,99,99
2020,3,17,12,30,999,99,99,99,99,99,999,1020.5,999,7.3,999,99,99
2020,3,17,12,40,999,99,99,1.94,7.14,5.37,125,1020.5,999,7.3,999,99,99
2020,3,17,12,50,999,99,99,99,99,99,999,1020.9,999,7.3,999,99,99
2020,3,17,13,0,999,99,99,99,99,99,999,1020.8,999,7.3,999,99,99
2020,3,17,13,10,999,99,99,99,99,99,999,1020.8,999,7.3,999,99,99
2020,3,17,13,20,999,99,99,99,99,99,999,1021,999,7.3,999,99,99
2020,3,17,13,30,999,99,99,99,99,99,999,1020.9,999,7.3,999,99,99
2020,3,17,13,40,999,99,99,1.96,7.14,5.47,117,1020.7,999,7.3,999,99,99
2020,3,17,13,50,999,99,99,99,99,99,999,1020.7,999,7.3,999,99,99
2020,3,17,14,0,999,99,99,99,99,99,999,1020.3,999,7.3,999,99,99
2020,3,17,14,10,999,99,99,99,99,99,999,1020.6,999,7.3,999,99,99
2020,3,17,14,20,999,99,99,99,99,99,999,1020.6,999,7.3,999,99,99
2020,3,17,14,30,999,99,99,99,99,99,999,1020.4,999,999,999,99,99
2020,3,17,14,40,999,99,99,2.11,7.14,5.45,115,1020.1,999,7.3,999,99,99
2020,3,17,14,50,999,99,99,99,99,99,999,1020.1,999,7.3,999,99,99
2020,3,17,15,0,999,99,99,99,99,99,999,1020.2,999,7.3,999,99,99
2020,3,17,15,10,999,99,99,99,99,99,999,1020.1,999,7.3,999,99,99
2020,3,17,15,20,999,99,99,99,99,99,999,1019.8,999,7.3,999,99,99
2020,3,17,15,30,999,99,99,99,99,99,999,1019.7,999,7.3,999,99,99
2020,3,17,15,40,999,99,99,2.33,7.69,5.52,123,1019.4,999,7.3,999,99,99
2020,3,17,15,50,999,99,99,99,99,99,999,1019.7,999,7.3,999,99,99
2020,3,17,16,0,999,99,99,99,99,99,999,1019.6,999,7.3,999,99,99
2020,3,17,16,10,999,99,99,99,99,99,999,1019.4,999,7.3,999,99,99
2020,3,17,16,20,999,99,99,99,99,99,999,1018.9,999,7.3,999,99,99
2020,3,17,16,30,999,99,99,99,99,99,999,1019,999,7.4,999,99,99
2020,3,17,16,40,999,99,99,99,99,99,999,1019.6,999,7.4,999,99,99
2020,3,17,16,50,999,99,99,99,99,99,999,1019.1,999,7.4,999,99,99
2020,3,17,17,0,999,99,99,99,99,99,999,1019.1,999,7.4,999,99,99
2020,3,17,17,10,999,99,99,99,99,99,999,1019.2,999,7.4,999,99,99
2020,3,17,17,20,999,99,99,99,99,99,999,1018.8,999,7.4,999,99,99
2020,3,17,17,30,999,99,99,99,99,99,999,1018.8,999,7.4,999,99,99
2020,3,17,17,40,999,99,99,2.47,9.09,6.18,162,1018.9,999,7.4,999,99,99
2020,3,17,17,50,999,99,99,99,99,99,999,1019.2,999,7.4,999,99,99
2020,3,17,18,0,999,99,99,99,99,99,999,1019.2,999,7.4,999,99,99
2020,3,17,18,10,999,99,99,99,99,99,999,1019,999,7.4,999,99,99
2020,3,17,18,20,999,99,99,99,99,99,999,1019,999,7.4,999,99,99
2020,3,17,18,30,999,99,99,99,99,99,999,1019,999,7.5,999,99,99
2020,3,17,18,40,999,99,99,2.41,10,6.51,160,1019,999,7.5,999,99,99
2020,3,17,18,50,999,99,99,99,99,99,999,1019.2,999,7.5,999,99,99
2020,3,17,19,0,999,99,99,99,99,99,999,1019.1,999,7.5,999,99,99
2020,3,17,19,10,999,99,99,99,99,99,999,1019.3,999,7.5,999,99,99
2020,3,17,19,20,999,99,99,99,99,99,999,1019.4,999,7.4,999,99,99
2020,3,17,19,30,999,99,99,99,99,99,999,1019.4,999,7.5,999,99,99
2020,3,17,19,40,999,99,99,2.31,7.69,6.59,120,1019.3,999,7.5,999,99,99
2020,3,17,19,50,999,99,99,99,99,99,999,1019.4,999,7.5,999,99,99
2020,3,17,20,0,999,99,99,99,99,99,999,1019.4,999,7.5,999,99,99
2020,3,17,20,10,999,99,99,99,99,99,999,1019.4,999,7.5,999,99,99
2020,3,17,20,20,999,99,99,99,99,99,999,1019.8,999,7.5,999,99,99
2020,3,17,20,30,999,99,99,99,99,99,999,1019.6,999,7.5,999,99,99
2020,3,17,20,40,999,99,99,2.82,10,7.34,157,1019.6,999,7.5,999,99,99
2020,3,17,20,50,999,99,99,99,99,99,999,1019.6,999,7.5,999,99,99
2020,3,17,21,0,999,99,99,99,99,99,999,1019.7,999,7.5,999,99,99
2020,3,17,21,10,999,99,99,99,99,99,999,1019.8,999,7.5,999,99,99
2020,3,17,21,20,999,99,99,99,99,99,999,1019.8,999,7.5,999,99,99
2020,3,17,21,30,999,99,99,99,99,99,999,1020,999,7.5,999,99,99
2020,3,17,21,40,999,99,99,2.65,10,7.59,155,1020,999,7.5,999,99,99
2020,3,17,21,50,999,99,99,99,99,99,999,1020.2,999,7.5,999,99,99
2020,3,17,22,0,999,99,99,99,99,99,999,1020.5,999,7.5,999,99,99
2020,3,17,22,10,999,99,99,99,99,99,999,1020.4,999,7.5,999,99,99
2020,3,17,22,20,999,99,99,99,99,99,999,1020.6,999,7.5,999,99,99
2020,3,17,22,30,999,99,99,99,99,99,999,1021,999,7.5,999,99,99
2020,3,17,22,40,999,99,99,2.79,10,7.78,152,1021.2,999,7.5,999,99,99
2020,3,17,22,50,999,99,99,99,99,99,999,1021.4,999,7.5,999,99,99
2020,3,17,23,0,999,99,99,99,99,99,999,1021.6,999,7.5,999,99,99
2020,3,17,23,10,999,99,99,99,99,99,999,1021.8,999,7.5,999,99,99
2020,3,17,23,20,999,99,99,99,99,99,999,1022.1,999,7.5,999,99,99
2020,3,17,23,30,999,99,99,99,99,99,999,1022.5,999,7.5,999,99,99
2020,3,17,23,40,999,99,99,2.54,10,7.56,154,1022.7,999,7.5,999,99,99
2020,3,17,23,50,999,99,99,99,99,99,999,1022.7,999,7.5,999,99,99
2020,3,18,0,0,999,99,99,99,99,99,999,1022.7,999,7.5,999,99,99
2020,3,18,0,10,999,99,99,99,99,99,999,1022.9,999,7.5,999,99,99
2020,3,18,0,20,999,99,99,99,99,99,999,1023.2,999,7.5,999,99,99
2020,3,18,0,30,999,99,99,99,99,99,999,1023.4,999,7.5,999,99,99
2020,3,18,0,40,999,99,99,2.42,9.09,7.47,140,1023.4,999,7.5,999,99,99
2020,3,18,0,50,999,99,99,99,99,99,999,1023.4,999,7.5,999,99,99
2020,3,18,1,0,999,99,99,99,99,99,999,1023.5,999,7.5,999,99,99
2020,3,18,1,10,999,99,99,99,99,99,999,1023.7,999,7.5,999,99,99
2020,3,18,1,20,999,99,99,99,99,99,999,1023.7,999,7.5,999,99,99
2020,3,18,1,30,999,99,99,99,99,99,999,1023.9,999,7.5,999,99,99
2020,3,18,1,40,999,99,99,2.12,10,7.32,145,1023.9,999,7.5,999,99,99
2020,3,18,1,50,999,99,99,99,99,99,999,1024,999,7.5,999,99,99
2020,3,18,2,0,999,99,99,99,99,99,999,1024,999,7.5,999,99,99
2020,3,18,2,10,999,99,99,99,99,99,999,1024.4,999,7.5,999,99,99
2020,3,18,2,20,999,99,99,99,99,99,999,1024.4,999,7.5,999,99,99
2020,3,18,2,30,999,99,99,99,99,99,999,1024.5,999,7.5,999,99,99
2020,3,18,2,40,999,99,99,2.06,9.09,7.24,141,1024.6,999,7.5,999,99,99
2020,3,18,2,50,999,99,99,99,99,99,999,1024.8,999,7.5,999,99,99
2020,3,18,3,0,999,99,99,99,99,99,999,1024.9,999,7.5,999,99,99
2020,3,18,3,10,999,99,99,99,99,99,999,1025,999,7.5,999,99,99
2020,3,18,3,20,999,99,99,99,99,99,999,1024.9,999,7.5,999,99,99
2020,3,18,3,30,999,99,99,99,99,99,999,1024.9,999,7.5,999,99,99
2020,3,18,3,40,999,99,99,1.86,8.33,6.84,136,1025,999,7.5,999,99,99
2020,3,18,3,50,999,99,99,99,99,99,999,1025.2,999,7.5,999,99,99
2020,3,18,4,0,999,99,99,99,99,99,999,1025.2,999,7.5,999,99,99
2020,3,18,4,10,999,99,99,99,99,99,999,1025.4,999,7.5,999,99,99
2020,3,18,4,20,999,99,99,99,99,99,999,1025.5,999,7.5,999,99,99
2020,3,18,4,30,999,99,99,99,99,99,999,1025.5,999,7.5,999,99,99
2020,3,18,4,40,999,99,99,1.71,8.33,6.98,149,1025.5,999,7.4,999,99,99
2020,3,18,4,50,999,99,99,99,99,99,999,1025.6,999,7.4,999,99,99
2020,3,18,5,0,999,99,99,99,99,99,999,1025.8,999,7.4,999,99,99
2020,3,18,5,10,999,99,99,99,99,99,999,1025.8,999,7.4,999,99,99
2020,3,18,5,20,999,99,99,99,99,99,999,1026,999,7.4,999,99,99
2020,3,18,5,30,999,99,99,99,99,99,999,1026.1,999,7.4,999,99,99
2020,3,18,5,40,999,99,99,1.68,8.33,6.95,157,1026.1,999,7.4,999,99,99
2020,3,18,5,50,999,99,99,99,99,99,999,1026.4,999,7.4,999,99,99
2020,3,18,6,0,999,99,99,99,99,99,999,1026.6,999,7.4,999,99,99
2020,3,18,6,10,999,99,99,99,99,99,999,1026.5,999,7.4,999,99,99
2020,3,18,6,20,999,99,99,99,99,99,999,1026.6,999,7.4,999,99,99
2020,3,18,6,30,999,99,99,99,99,99,999,1026.9,999,7.4,999,99,99
2020,3,18,6,40,999,99,99,1.37,8.33,6.29,152,1027,999,7.4,999,99,99
2020,3,18,6,50,999,99,99,99,99,99,999,1027,999,7.4,999,99,99
2020,3,18,7,0,999,99,99,99,99,99,999,1027.2,999,7.4,999,99,99
2020,3,18,7,10,999,99,99,99,99,99,999,1027.3,999,7.4,999,99,99
2020,3,18,7,20,999,99,99,99,99,99,999,1027.3,999,7.4,999,99,99
