#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2020,5,4,5,20,999,99,99,99,99,99,999,1004.9,999,8.5,999,99,99
2020,5,4,5,30,999,99,99,99,99,99,999,1004.8,999,8.5,999,99,99
2020,5,4,5,40,999,99,99,1.26,7.69,5.79,173,1005,999,8.5,999,99,99
2020,5,4,5,50,999,99,99,99,99,99,999,1004.8,999,8.4,999,99,99
2020,5,4,6,0,999,99,99,99,99,99,999,1004.4,999,8.4,999,99,99
2020,5,4,6,10,999,99,99,99,99,99,999,1003.9,999,8.4,999,99,99
2020,5,4,6,20,999,99,99,99,99,99,999,1003.9,999,8.5,999,99,99
2020,5,4,6,30,999,99,99,99,99,99,999,1003.8,999,8.5,999,99,99
2020,5,4,6,40,999,99,99,1.13,6.25,5.5,192,1003.8,999,8.5,999,99,99
2020,5,4,6,50,999,99,99,99,99,99,999,1004.1,999,8.5,999,99,99
2020,5,4,7,0,999,99,99,99,99,99,999,1004.4,999,8.5,999,99,99
2020,5,4,7,10,999,99,99,99,99,99,999,1004.5,999,8.5,999,99,99
2020,5,4,7,20,999,99,99,99,99,99,999,1004.7,999,8.5,999,99,99
2020,5,4,7,30,999,99,99,99,99,99,999,1004.5,999,8.5,999,99,99
2020,5,4,7,40,999,99,99,1.24,6.67,5.03,183,1004.4,999,8.5,999,99,99
2020,5,4,7,50,999,99,99,99,99,99,999,1004.2,999,8.5,999,99,99
2020,5,4,8,0,999,99,99,99,99,99,999,1004.3,999,8.5,999,99,99
2020,5,4,8,10,999,99,99,99,99,99,999,1004,999,8.5,999,99,99
2020,5,4,8,20,999,99,99,99,99,99,999,1003.5,999,8.5,999,99,99
2020,5,4,8,30,999,99,99,99,99,99,999,1003.5,999,8.5,999,99,99
2020,5,4,8,40,999,99,99,1.3,6.25,5,196,1003.6,999,8.6,999,99,99
2020,5,4,8,50,999,99,99,99,99,99,999,1003.4,999,8.6,999,99,99
2020,5,4,9,0,999,99,99,99,99,99,999,1003.2,999,8.6,999,99,99
2020,5,4,9,10,999,99,99,99,99,99,999,1003,999,8.6,999,99,99
2020,5,4,9,20,999,99,99,99,99,99,999,1003,999,8.6,999,99,99
2020,5,4,9,30,999,99,99,99,99,99,999,1003.3,999,8.6,999,99,99
2020,5,4,9,40,999,99,99,1.17,6.25,5.17,182,1003.3,999,8.6,999,99,99
2020,5,4,9,50,999,99,99,99,99,99,999,1002.9,999,8.6,999,99,99
2020,5,4,10,0,999,99,99,99,99,99,999,1002.9,999,8.5,999,99,99
2020,5,4,10,10,999,99,99,99,99,99,999,1002.9,999,8.5,999,99,99
2020,5,4,10,20,999,99,99,99,99,99,999,1002.9,999,8.5,999,99,99
2020,5,4,10,30,999,99,99,99,99,99,999,1003.5,999,8.5,999,99,99
2020,5,4,10,40,999,99,99,1.33,6.67,5.73,185,1003.8,999,8.5,999,99,99
2020,5,4,10,50,999,99,99,99,99,99,999,1003.9,999,8.5,999,99,99
2020,5,4,11,0,999,99,99,99,99,99,999,1004.4,999,8.6,999,99,99
2020,5,4,11,10,999,99,99,99,99,99,999,1004.6,999,8.6,999,99,99
2020,5,4,11,20,999,99,99,99,99,99,999,1004.6,999,8.6,999,99,99
2020,5,4,11,30,999,99,99,99,99,99,999,1005,999,8.6,999,99,99
2020,5,4,11,40,999,99,99,1.22,6.67,5.48,185,1005.2,999,8.6,999,99,99
2020,5,4,11,50,999,99,99,99,99,99,999,1005.2,999,8.6,999,99,99
2020,5,4,12,0,999,99,99,99,99,99,999,1005.4,999,8.6,999,99,99
2020,5,4,12,10,999,99,99,99,99,99,999,1005.6,999,8.7,999,99,99
2020,5,4,12,20,999,99,99,99,99,99,999,1005.7,999,8.6,999,99,99
2020,5,4,12,30,999,99,99,99,99,99,999,1005.7,999,8.6,999,99,99
2020,5,4,12,40,999,99,99,1.09,7.14,5.45,184,1005.7,999,8.7,999,99,99
2020,5,4,12,50,999,99,99,99,99,99,999,1005.7,999,8.7,999,99,99
2020,5,4,13,0,999,99,99,99,99,99,999,1005.8,999,8.6,999,99,99
2020,5,4,13,10,999,99,99,99,99,99,999,1006.3,999,8.7,999,99,99
2020,5,4,13,20,999,99,99,99,99,99,999,1006.1,999,8.7,999,99,99
2020,5,4,13,30,999,99,99,99,99,99,999,1006.1,999,8.7,999,99,99
2020,5,4,13,40,999,99,99,1.03,7.14,5.73,179,1006.1,999,8.8,999,99,99
2020,5,4,13,50,999,99,99,99,99,99,999,1006,999,8.8,999,99,99
2020,5,4,14,0,999,99,99,99,99,99,999,1006.1,999,9.1,999,99,99
2020,5,4,14,10,999,99,99,99,99,99,999,1006,999,8.8,999,99,99
2020,5,4,14,20,999,99,99,99,99,99,999,1006,999,8.8,999,99,99
2020,5,4,14,30,999,99,99,99,99,99,999,1006.2,999,8.9,999,99,99
2020,5,4,14,40,999,99,99,1,6.67,5.73,179,1006.3,999,8.9,999,99,99
2020,5,4,14,50,999,99,99,99,99,99,999,1006.2,999,8.9,999,99,99
2020,5,4,15,0,999,99,99,99,99,99,999,1006.3,999,9,999,99,99
2020,5,4,15,10,999,99,99,99,99,99,999,1006.1,999,9,999,99,99
2020,5,4,15,20,999,99,99,99,99,99,999,1005.9,999,9.3,999,99,99
2020,5,4,15,30,999,99,99,99,99,99,999,1006,999,9.1,999,99,99
2020,5,4,15,40,999,99,99,0.96,6.25,5.65,174,1006,999,9.2,999,99,99
2020,5,4,15,50,999,99,99,99,99,99,999,1005.7,999,9.3,999,99,99
2020,5,4,16,0,999,99,99,99,99,99,999,1005.7,999,9.2,999,99,99
2020,5,4,16,10,999,99,99,99,99,99,999,1005.7,999,9.2,999,99,99
2020,5,4,16,20,999,99,99,99,99,99,999,1005.5,999,9.2,999,99,99
2020,5,4,16,30,999,99,99,99,99,99,999,1005.4,999,9.1,999,99,99
2020,5,4,16,40,999,99,99,0.92,6.67,5.7,186,1005.6,999,10.1,999,99,99
2020,5,4,16,50,999,99,99,99,99,99,999,1005.5,999,9.2,999,99,99
2020,5,4,17,0,999,99,99,99,99,99,999,1005.4,999,9.5,999,99,99
2020,5,4,17,10,999,99,99,99,99,99,999,1005.5,999,9.1,999,99,99
2020,5,4,17,20,999,99,99,99,99,99,999,1005.5,999,9.1,999,99,99
2020,5,4,17,30,999,99,99,99,99,99,999,1005.6,999,9,999,99,99
2020,5,4,17,40,999,99,99,0.89,6.25,5.74,186,1005.5,999,9.1,999,99,99
2020,5,4,17,50,999,99,99,99,99,99,999,1005.3,999,9,999,99,99
2020,5,4,18,0,999,99,99,99,99,99,999,1005.2,999,9.1,999,99,99
2020,5,4,18,10,999,99,99,99,99,99,999,1005.2,999,9.1,999,99,99
2020,5,4,18,20,999,99,99,99,99,99,999,1004.9,999,9.3,999,99,99
2020,5,4,18,30,999,99,99,99,99,99,999,1004.9,999,9.6,999,99,99
2020,5,4,18,40,999,99,99,0.86,7.14,5.63,176,1004.9,999,9.4,999,99,99
2020,5,4,18,50,999,99,99,99,99,99,999,1005.2,999,9.3,999,99,99
2020,5,4,19,0,999,99,99,99,99,99,999,1005.2,999,9.5,999,99,99
2020,5,4,19,10,999,99,99,99,99,99,999,1004.8,999,9.2,999,99,99
2020,5,4,19,20,999,99,99,99,99,99,999,1004.6,999,9.2,999,99,99
2020,5,4,19,30,999,99,99,99,99,99,999,1004.6,999,9.2,999,99,99
2020,5,4,19,40,999,99,99,0.91,7.14,5.78,180,1004.7,999,9.1,999,99,99
2020,5,4,19,50,999,99,99,99,99,99,999,1004.8,999,9.3,999,99,99
2020,5,4,20,0,999,99,99,99,99,99,999,1004.4,999,9,999,99,99
2020,5,4,20,10,999,99,99,99,99,99,999,1004.2,999,8.9,999,99,99
2020,5,4,20,20,999,99,99,99,99,99,999,1004.4,999,9.4,999,99,99
2020,5,4,20,30,999,99,99,99,99,99,999,1004.3,999,8.9,999,99,99
2020,5,4,20,40,999,99,99,0.9,6.67,5.75,196,1004.3,999,9,999,99,99
2020,5,4,20,50,999,99,99,99,99,99,999,1004.4,999,9.2,999,99,99
2020,5,4,21,0,999,99,99,99,99,99,999,1004.8,999,8.9,999,99,99
2020,5,4,21,10,999,99,99,99,99,99,999,1005,999,8.9,999,99,99
2020,5,4,21,20,999,99,99,99,99,99,999,1005.8,999,9.3,999,99,99
2020,5,4,21,30,999,99,99,99,99,99,999,1005.9,999,9,999,99,99
2020,5,4,21,40,999,99,99,0.98,6.67,5.73,193,1006,999,9,999,99,99
2020,5,4,21,50,999,99,99,99,99,99,999,1006.2,999,9.2,999,99,99
2020,5,4,22,0,999,99,99,99,99,99,999,1006.2,999,9.1,999,99,99
2020,5,4,22,10,999,99,99,99,99,99,999,1006.3,999,9.1,999,99,99
2020,5,4,22,20,999,99,99,99,99,99,999,1006.3,999,9.1,999,99,99
2020,5,4,22,30,999,99,99,99,99,99,999,1006.3,999,9,999,99,99
2020,5,4,22,40,999,99,99,1.03,7.14,4.77,192,1006.5,999,9,999,99,99
2020,5,4,22,50,999,99,99,99,99,99,999,1006.6,999,8.9,999,99,99
2020,5,4,23,0,999,99,99,99,99,99,999,1007.1,999,8.9,999,99,99
2020,5,4,23,10,999,99,99,99,99,99,999,1007.1,999,8.9,999,99,99
2020,5,4,23,20,999,99,99,99,99,99,999,1007.3,999,8.8,999,99,99
2020,5,4,23,30,999,99,99,99,99,99,999,1007.8,999,8.7,999,99,99
2020,5,4,23,40,999,99,99,1.19,7.69,4.6,191,1008.2,999,8.7,999,99,99
2020,5,4,23,50,999,99,99,99,99,99,999,1008.2,999,8.7,999,99,99
2020,5,5,0,0,999,99,99,99,99,99,999,1008.4,999,8.7,999,99,99
2020,5,5,0,10,999,99,99,99,99,99,999,1008.8,999,8.7,999,99,99
2020,5,5,0,20,999,99,99,99,99,99,999,1009.1,999,8.7,999,99,99
2020,5,5,0,30,999,99,99,99,99,99,999,1009.4,999,8.7,999,99,99
2020,5,5,0,40,999,99,99,1.25,7.69,4.52,178,1009.8,999,8.8,999,99,99
2020,5,5,0,50,999,99,99,99,99,99,999,1010.1,999,8.7,999,99,99
2020,5,5,1,0,999,99,99,99,99,99,999,1010.1,999,8.7,999,99,99
2020,5,5,1,10,999,99,99,99,99,99,999,1010.2,999,8.8,999,99,99
2020,5,5,1,20,999,99,99,99,99,99,999,1010.5,999,8.9,999,99,99
2020,5,5,1,30,999,99,99,99,99,99,999,1010.6,999,9,999,99,99
2020,5,5,1,40,999,99,99,1.45,4.55,4.51,319,1010.9,999,9,999,99,99
2020,5,5,1,50,999,99,99,99,99,99,999,1010.8,999,9.2,999,99,99
2020,5,5,2,0,999,99,99,99,99,99,999,1010.9,999,9.4,999,99,99
2020,5,5,2,10,999,99,99,99,99,99,999,1010.8,999,9.4,999,99,99
2020,5,5,2,20,999,99,99,99,99,99,999,1010.5,999,9.4,999,99,99
2020,5,5,2,30,999,99,99,99,99,99,999,1010.5,999,9.4,999,99,99
2020,5,5,2,40,999,99,99,1.6,5.26,4.66,305,1010.2,999,9.3,999,99,99
2020,5,5,2,50,999,99,99,99,99,99,999,1010.6,999,9.2,999,99,99
2020,5,5,3,0,999,99,99,99,99,99,999,1010.8,999,9.2,999,99,99
2020,5,5,3,10,999,99,99,99,99,99,999,1011,999,9.2,999,99,99
2020,5,5,3,20,999,99,99,99,99,99,999,1011.3,999,9.2,999,99,99
2020,5,5,3,30,999,99,99,99,99,99,999,1011.1,999,9.1,999,99,99
2020,5,5,3,40,999,99,99,99,99,99,999,1011.4,999,9,999,99,99
2020,5,5,3,50,999,99,99,99,99,99,999,1011.6,999,8.9,999,99,99
2020,5,5,4,0,999,99,99,99,99,99,999,1011.8,999,8.9,999,99,99
2020,5,5,4,10,999,99,99,99,99,99,999,1011.6,999,8.8,999,99,99
2020,5,5,4,20,999,99,99,99,99,99,999,1011.7,999,8.8,999,99,99
2020,5,5,4,30,999,99,99,99,99,99,999,1011.7,999,8.8,999,99,99
2020,5,5,4,40,999,99,99,1.95,6.67,5.16,304,1011.8,999,8.8,999,99,99
2020,5,5,4,50,999,99,99,99,99,99,999,1012,999,8.8,999,99,99
2020,5,5,5,0,999,99,99,99,99,99,999,1011.8,999,8.7,999,99,99
2020,5,5,5,10,999,99,99,99,99,99,999,1011.9,999,8.7,999,99,99
2020,5,5,5,20,999,99,99,99,99,99,999,1012.1,999,8.7,999,99,99
2020,5,5,5,30,999,99,99,99,99,99,999,1012,999,8.6,999,99,99
2020,5,5,5,40,999,99,99,1.82,6.25,5.23,307,1012.2,999,8.6,999,99,99
2020,5,5,5,50,999,99,99,99,99,99,999,1012.2,999,8.6,999,99,99
2020,5,5,6,0,999,99,99,99,99,99,999,1012.4,999,8.6,999,99,99
2020,5,5,6,10,999,99,99,99,99,99,999,1012.6,999,8.6,999,99,99
2020,5,5,6,20,999,99,99,99,99,99,999,1012.6,999,8.6,999,99,99
2020,5,5,6,30,999,99,99,99,99,99,999,1012.6,999,8.6,999,99,99
2020,5,5,6,40,999,99,99,1.69,6.67,5.11,297,1012.7,999,8.6,999,99,99
2020,5,5,6,50,999,99,99,99,99,99,999,1012.4,999,8.6,999,99,99
2020,5,5,7,0,999,99,99,99,99,99,999,1012.4,999,8.5,999,99,99
2020,5,5,7,10,999,99,99,99,99,99,999,1012.3,999,8.5,999,99,99
2020,5,5,7,20,999,99,99,99,99,99,999,1012.7,999,8.5,999,99,99
2020,5,5,7,30,999,99,99,99,99,99,999,1012.7,999,8.5,999,99,99
2020,5,5,7,40,999,99,99,1.64,6.25,5.15,312,1012.7,999,8.5,999,99,99
2020,5,5,7,50,999,99,99,99,99,99,999,1012.7,999,8.5,999,99,99
2020,5,5,8,0,999,99,99,99,99,99,999,1012.7,999,8.5,999,99,99
2020,5,5,8,10,999,99,99,99,99,99,999,1012.3,999,8.5,999,99,99
2020,5,5,8,20,999,99,99,99,99,99,999,1012.3,999,8.5,999,99,99
2020,5,5,8,30,999,99,99,99,99,99,999,1012.3,999,8.5,999,99,99
2020,5,5,8,40,999,99,99,1.6,6.25,5.15,308,1012.9,999,8.5,999,99,99
2020,5,5,8,50,999,99,99,99,99,99,999,1012.9,999,8.5,999,99,99
2020,5,5,9,0,999,99,99,99,99,99,999,1012.8,999,8.5,999,99,99
2020,5,5,9,10,999,99,99,99,99,99,999,1012.6,999,8.5,999,99,99
2020,5,5,9,20,999,99,99,99,99,99,999,1012.7,999,8.5,999,99,99
2020,5,5,9,30,999,99,99,99,99,99,999,1012.4,999,8.5,999,99,99
2020,5,5,9,40,999,99,99,1.46,5.88,4.97,310,1012.6,999,8.5,999,99,99
2020,5,5,9,50,999,99,99,99,99,99,999,1012.6,999,8.5,999,99,99
2020,5,5,10,0,999,99,99,99,99,99,999,1013,999,8.5,999,99,99
2020,5,5,10,10,999,99,99,99,99,99,999,1013,999,8.5,999,99,99
2020,5,5,10,20,999,99,99,99,99,99,999,1013.1,999,8.5,999,99,99
2020,5,5,10,30,999,99,99,99,99,99,999,1013.5,999,8.5,999,99,99
2020,5,5,10,40,999,99,99,1.48,5.56,4.75,310,1013.4,999,8.5,999,99,99
2020,5,5,10,50,999,99,99,99,99,99,999,1013.8,999,8.5,999,99,99
2020,5,5,11,0,999,99,99,99,99,99,999,1013.9,999,8.5,999,99,99
2020,5,5,11,10,999,99,99,99,99,99,999,1014,999,8.5,999,99,99
2020,5,5,11,20,999,99,99,99,99,99,999,1014,999,8.5,999,99,99
2020,5,5,11,30,999,99,99,99,99,99,999,1013.8,999,8.5,999,99,99
2020,5,5,11,40,999,99,99,1.32,5.88,4.7,312,1013.5,999,8.5,999,99,99
2020,5,5,11,50,999,99,99,99,99,99,999,1013.6,999,8.5,999,99,99
2020,5,5,12,0,999,99,99,99,99,99,999,1013.6,999,999,999,99,99
2020,5,5,12,10,999,99,99,99,99,99,999,9999,999,8.5,999,99,99
2020,5,5,12,20,999,99,99,99,99,99,999,1013.4,999,8.5,999,99,99
2020,5,5,12,30,999,99,99,99,99,99,999,1013.5,999,8.5,999,99,99
2020,5,5,12,40,999,99,99,1.26,5.88,4.52,304,1013.5,999,8.6,999,99,99
2020,5,5,12,50,999,99,99,99,99,99,999,1013.6,999,8.6,999,99,99
2020,5,5,13,0,999,99,99,99,99,99,999,1013.8,999,8.6,999,99,99
2020,5,5,13,10,999,99,99,99,99,99,999,1013.6,999,8.6,999,99,99
2020,5,5,13,20,999,99,99,99,99,99,999,1013.7,999,8.6,999,99,99
2020,5,5,13,30,999,99,99,99,99,99,999,1013.9,999,8.6,999,99,99
2020,5,5,13,40,999,99,99,1.26,5.56,4.5,304,1014.2,999,8.6,999,99,99
2020,5,5,13,50,999,99,99,99,99,99,999,1014.3,999,8.6,999,99,99
2020,5,5,14,0,999,99,99,99,99,99,999,1014.4,999,8.6,999,99,99
2020,5,5,14,10,999,99,99,99,99,99,999,1014.2,999,8.6,999,99,99
2020,5,5,14,20,999,99,99,99,99,99,999,1014.2,999,8.6,999,99,99
2020,5,5,14,30,999,99,99,99,99,99,999,1014.4,999,8.6,999,99,99
2020,5,5,14,40,999,99,99,1.16,5.26,4.39,304,1014.4,999,8.7,999,99,99
2020,5,5,14,50,999,99,99,99,99,99,999,1014.4,999,8.6,999,99,99
2020,5,5,15,0,999,99,99,99,99,99,999,1014.4,999,8.7,999,99,99
2020,5,5,15,10,999,99,99,99,99,99,999,1014.5,999,8.7,999,99,99
2020,5,5,15,20,999,99,99,99,99,99,999,1014.7,999,8.7,999,99,99
2020,5,5,15,30,999,99,99,99,99,99,999,1014.4,999,8.7,999,99,99
2020,5,5,15,40,999,99,99,1.13,5.56,4.24,313,1014.4,999,8.7,999,99,99
2020,5,5,15,50,999,99,99,99,99,99,999,1014.1,999,8.7,999,99,99
2020,5,5,16,0,999,99,99,99,99,99,999,1014.4,999,8.7,999,99,99
2020,5,5,16,10,999,99,99,99,99,99,999,1014.3,999,8.7,999,99,99
2020,5,5,16,20,999,99,99,99,99,99,999,1014.6,999,8.7,999,99,99
2020,5,5,16,30,999,99,99,99,99,99,999,1014.6,999,8.8,999,99,99
2020,5,5,16,40,999,99,99,1.23,5,4.3,316,1014.8,999,8.8,999,99,99
2020,5,5,16,50,999,99,99,99,99,99,999,1014.8,999,8.8,999,99,99
2020,5,5,17,0,999,99,99,99,99,99,999,1014.2,999,8.8,999,99,99
2020,5,5,17,10,999,99,99,99,99,99,999,1014.1,999,8.9,999,99,99
2020,5,5,17,20,999,99,99,99,99,99,999,1014.2,999,8.8,999,99,99
2020,5,5,17,30,999,99,99,99,99,99,999,1014.1,999,8.8,999,99,99
2020,5,5,17,40,999,99,99,1.21,5.26,4.44,312,1013.8,999,8.9,999,99,99
2020,5,5,17,50,999,99,99,99,99,99,999,1013.6,999,8.8,999,99,99
2020,5,5,18,0,999,99,99,99,99,99,999,1013.5,999,8.8,999,99,99
2020,5,5,18,10,999,99,99,99,99,99,999,1013.5,999,8.8,999,99,99
2020,5,5,18,20,999,99,99,99,99,99,999,1013.1,999,8.9,999,99,99
2020,5,5,18,30,999,99,99,99,99,99,999,1013.3,999,8.9,999,99,99
2020,5,5,18,40,999,99,99,1,5,4.5,309,1013.5,999,8.9,999,99,99
2020,5,5,18,50,999,99,99,99,99,99,999,1013.5,999,8.9,999,99,99
2020,5,5,19,0,999,99,99,99,99,99,999,1013.7,999,8.9,999,99,99
2020,5,5,19,10,999,99,99,99,99,99,999,1013.7,999,8.9,999,99,99
2020,5,5,19,20,999,99,99,99,99,99,999,1013.6,999,8.9,999,99,99
2020,5,5,19,30,999,99,99,99,99,99,999,1013.5,999,8.9,999,99,99
2020,5,5,19,40,999,99,99,1.01,4.76,4.6,306,1013.2,999,8.9,999,99,99
2020,5,5,19,50,999,99,99,99,99,99,999,1013,999,8.9,999,99,99
2020,5,5,20,0,999,99,99,99,99,99,999,1013.1,999,8.9,999,99,99
2020,5,5,20,10,999,99,99,99,99,99,999,1012.8,999,8.9,999,99,99
2020,5,5,20,20,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,5,20,30,999,99,99,99,99,99,999,1012.4,999,8.9,999,99,99
2020,5,5,20,40,999,99,99,0.91,5.26,4.55,320,1012.6,999,8.9,999,99,99
2020,5,5,20,50,999,99,99,99,99,99,999,1012.3,999,8.9,999,99,99
2020,5,5,21,0,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,5,21,10,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,5,21,20,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,5,21,30,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,5,21,40,999,99,99,0.77,5,4.39,314,1012.5,999,8.9,999,99,99
2020,5,5,21,50,999,99,99,99,99,99,999,1012.4,999,8.9,999,99,99
2020,5,5,22,0,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,5,22,10,999,99,99,99,99,99,999,1012.7,999,8.9,999,99,99
2020,5,5,22,20,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,5,22,30,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,5,22,40,999,99,99,0.71,4.76,4.43,309,1012.7,999,8.9,999,99,99
2020,5,5,22,50,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,5,23,0,999,99,99,99,99,99,999,1012.8,999,8.9,999,99,99
2020,5,5,23,10,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,5,23,20,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,5,23,30,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,5,23,40,999,99,99,0.62,4.55,4.31,315,1012.6,999,8.9,999,99,99
2020,5,5,23,50,999,99,99,99,99,99,999,1012.8,999,8.9,999,99,99
2020,5,6,0,0,999,99,99,99,99,99,999,1012.9,999,8.9,999,99,99
2020,5,6,0,10,999,99,99,99,99,99,999,1013.1,999,8.9,999,99,99
2020,5,6,0,20,999,99,99,99,99,99,999,1013.1,999,8.9,999,99,99
2020,5,6,0,30,999,99,99,99,99,99,999,1013.2,999,8.9,999,99,99
2020,5,6,0,40,999,99,99,0.56,7.69,4.35,146,1013.4,999,8.9,999,99,99
2020,5,6,0,50,999,99,99,99,99,99,999,1013.2,999,8.9,999,99,99
2020,5,6,1,0,999,99,99,99,99,99,999,1013.2,999,8.8,999,99,99
2020,5,6,1,10,999,99,99,99,99,99,999,1013.2,999,8.9,999,99,99
2020,5,6,1,20,999,99,99,99,99,99,999,1013.2,999,8.9,999,99,99
2020,5,6,1,30,999,99,99,99,99,99,999,1013.1,999,8.9,999,99,99
2020,5,6,1,40,999,99,99,0.5,4.17,4.26,313,1013.1,999,8.9,999,99,99
2020,5,6,1,50,999,99,99,99,99,99,999,1013.3,999,8.8,999,99,99
2020,5,6,2,0,999,99,99,99,99,99,999,1013.6,999,8.8,999,99,99
2020,5,6,2,10,999,99,99,99,99,99,999,1013.5,999,8.8,999,99,99
2020,5,6,2,20,999,99,99,99,99,99,999,1013.4,999,8.8,999,99,99
2020,5,6,2,30,999,99,99,99,99,99,999,1013.5,999,8.8,999,99,99
2020,5,6,2,40,999,99,99,0.48,8.33,4.59,141,1013.4,999,8.8,999,99,99
2020,5,6,2,50,999,99,99,99,99,99,999,1013.5,999,8.8,999,99,99
2020,5,6,3,0,999,99,99,99,99,99,999,1013.4,999,8.8,999,99,99
2020,5,6,3,10,999,99,99,99,99,99,999,1013.3,999,8.8,999,99,99
2020,5,6,3,20,999,99,99,99,99,99,999,1013.4,999,8.8,999,99,99
2020,5,6,3,30,999,99,99,99,99,99,999,1013.6,999,8.8,999,99,99
2020,5,6,3,40,999,99,99,0.44,8.33,4.68,141,1013.5,999,8.8,999,99,99
2020,5,6,3,50,999,99,99,99,99,99,999,1013.6,999,8.8,999,99,99
2020,5,6,4,0,999,99,99,99,99,99,999,1013.7,999,8.8,999,99,99
2020,5,6,4,10,999,99,99,99,99,99,999,1013.6,999,8.8,999,99,99
2020,5,6,4,20,999,99,99,99,99,99,999,1013.4,999,8.8,999,99,99
2020,5,6,4,30,999,99,99,99,99,99,999,1013.2,999,8.8,999,99,99
2020,5,6,4,40,999,99,99,0.49,9.09,5.71,147,1013.2,999,8.8,999,99,99
2020,5,6,4,50,999,99,99,99,99,99,999,1013.3,999,8.8,999,99,99
2020,5,6,5,0,999,99,99,99,99,99,999,1013.4,999,8.8,999,99,99
2020,5,6,5,10,999,99,99,99,99,99,999,1013.3,999,8.8,999,99,99
2020,5,6,5,20,999,99,99,99,99,99,999,1013,999,8.8,999,99,99
2020,5,6,5,30,999,99,99,99,99,99,999,1012.8,999,8.8,999,99,99
2020,5,6,5,40,999,99,99,0.46,7.69,5.61,162,1012.8,999,8.8,999,99,99
2020,5,6,5,50,999,99,99,99,99,99,999,1012.8,999,8.8,999,99,99
2020,5,6,6,0,999,99,99,99,99,99,999,1012.5,999,8.8,999,99,99
2020,5,6,6,10,999,99,99,99,99,99,999,1012.3,999,8.8,999,99,99
2020,5,6,6,20,999,99,99,99,99,99,999,1012.3,999,8.8,999,99,99
2020,5,6,6,30,999,99,99,99,99,99,999,1012.3,999,8.8,999,99,99
2020,5,6,6,40,999,99,99,0.44,9.09,5.54,162,1012.3,999,8.9,999,99,99
2020,5,6,6,50,999,99,99,99,99,99,999,1012.3,999,8.9,999,99,99
2020,5,6,7,0,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,6,7,10,999,99,99,99,99,99,999,1012.3,999,8.9,999,99,99
2020,5,6,7,20,999,99,99,99,99,99,999,1012.6,999,8.9,999,99,99
2020,5,6,7,30,999,99,99,99,99,99,999,1012.5,999,8.9,999,99,99
2020,5,6,7,40,999,99,99,0.43,8.33,5.37,186,1012.2,999,8.9,999,99,99
2020,5,6,7,50,999,99,99,99,99,99,999,1012.2,999,8.9,999,99,99
2020,5,6,8,0,999,99,99,99,99,99,999,1011.9,999,8.8,999,99,99
2020,5,6,8,10,999,99,99,99,99,99,999,1012.1,999,8.8,999,99,99
2020,5,6,8,20,999,99,99,99,99,99,999,1012,999,8.8,999,99,99
2020,5,6,8,30,999,99,99,99,99,99,999,1011.9,999,8.8,999,99,99
2020,5,6,8,40,999,99,99,0.43,8.33,5.25,150,1011.8,999,8.8,999,99,99
2020,5,6,8,50,999,99,99,99,99,99,999,1011.6,999,8.8,999,99,99
2020,5,6,9,0,999,99,99,99,99,99,999,1011.6,999,8.8,999,99,99
2020,5,6,9,10,999,99,99,99,99,99,999,1011.7,999,8.8,999,99,99
2020,5,6,9,20,999,99,99,99,99,99,999,1011.6,999,8.8,999,99,99
2020,5,6,9,30,999,99,99,99,99,99,999,1011.5,999,8.8,999,99,99
2020,5,6,9,40,999,99,99,0.43,9.09,5.36,134,1011.4,999,8.8,999,99,99
2020,5,6,9,50,999,99,99,99,99,99,999,1011.5,999,8.8,999,99,99
2020,5,6,10,0,999,99,99,99,99,99,999,1011.5,999,8.8,999,99,99
2020,5,6,10,10,999,99,99,99,99,99,999,1011.8,999,8.8,999,99,99
2020,5,6,10,20,999,99,99,99,99,99,999,1011.5,999,8.8,999,99,99
2020,5,6,10,30,999,99,99,99,99,99,999,1011.6,999,8.8,999,99,99
2020,5,6,10,40,999,99,99,0.42,8.33,5.59,141,1011.5,999,8.9,999,99,99
2020,5,6,10,50,999,99,99,99,99,99,999,1011.5,999,8.9,999,99,99
2020,5,6,11,0,999,99,99,99,99,99,999,1011.6,999,8.9,999,99,99
2020,5,6,11,10,999,99,99,99,99,99,999,1011.8,999,8.9,999,99,99
2020,5,6,11,20,999,99,99,99,99,99,999,1011.9,999,8.9,999,99,99
2020,5,6,11,30,999,99,99,99,99,99,999,1011.8,999,8.9,999,99,99
