temp_variable,sign,trait_variable,AICc,converge
max_sbt_temp_change_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.355588,TRUE
min_sbt_temp_change_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.355825,TRUE
min_sst_temp_change_lag4_scaled,*,age.max_ocean_scaled,3380.356498,TRUE
min_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.359688,TRUE
seas_sbt_temp_lag4_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.363276,TRUE
max_sbt_temp_change_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.364079,TRUE
max_sbt_temp_change_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.364079,TRUE
seas_sst_temp_lag9_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3380.365291,TRUE
seas_sst_temp_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.366229,TRUE
seas_sst_temp_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.366229,TRUE
seas_sst_temp_change_abs_lag2_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.366688,TRUE
seas_sst_temp_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.366839,TRUE
seas_sst_temp_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.366839,TRUE
min_sst_temp_change_abs_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.367093,TRUE
seas_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.368464,TRUE
seas_sbt_temp_change_abs_lag3_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.368652,TRUE
seas_sbt_temp_change_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.370633,TRUE
seas_sbt_temp_change_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.370633,TRUE
min_sst_temp_lag7_scaled,+,length.max_ocean_scaled,3380.370965,TRUE
seas_sbt_temp_change_lag7_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3380.371641,TRUE
seas_sst_temp_lag5_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.374906,TRUE
min_sbt_temp_change_abs_lag3_scaled,+,age.maturity_ocean_scaled,3380.375322,TRUE
seas_sst_temp_change_lag6_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.377013,TRUE
min_sst_temp_change_lag5_scaled,+,age.maturity_ocean_scaled,3380.37919,TRUE
min_sbt_temp_change_abs_lag5_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3380.380687,TRUE
max_sst_temp_change_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.381382,TRUE
min_sbt_temp_change_abs_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.385095,TRUE
max_sbt_temp_lag9_scaled,*,tl_ocean_scaled,3380.386222,TRUE
max_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.388048,TRUE
seas_sst_temp_change_abs_lag4_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.390173,TRUE
min_sst_temp_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.391998,TRUE
min_sst_temp_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.391998,TRUE
seas_sbt_temp_change_abs_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.392437,TRUE
seas_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.394199,TRUE
min_sst_temp_change_abs_lag5_scaled,*,length.max_ocean_scaled,3380.395188,TRUE
min_sbt_temp_change_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.396879,TRUE
seas_sbt_temp_lag3_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.397371,TRUE
max_sbt_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.397651,TRUE
seas_sbt_temp_lag8_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3380.39785,TRUE
seas_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.398893,TRUE
max_sst_temp_change_lag1_scaled,*,tl_ocean_scaled,3380.399373,TRUE
seas_sbt_temp_change_lag6_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.39942,TRUE
max_sst_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled,3380.400056,TRUE
min_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.403297,TRUE
min_sst_temp_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.403415,TRUE
max_sbt_temp_change_abs_lag3_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.404384,TRUE
seas_sst_temp_change_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.404907,TRUE
max_sbt_temp_change_abs_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.410372,TRUE
max_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.410372,TRUE
max_sbt_temp_lag7_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.411031,TRUE
max_sst_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.412556,TRUE
max_sst_temp_change_abs_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.412556,TRUE
seas_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.41767,TRUE
max_sbt_temp_lag2_scaled,*,tl_ocean_scaled,3380.418006,TRUE
seas_sbt_temp_change_lag9_scaled,*,age.max_ocean_scaled,3380.4192,TRUE
min_sbt_temp_change_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.421185,TRUE
min_sbt_temp_change_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.421185,TRUE
seas_sbt_temp_change_abs_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.424523,TRUE
seas_sbt_temp_change_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.424857,TRUE
max_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.429048,TRUE
max_sbt_temp_change_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.429048,TRUE
seas_sst_temp_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.430356,TRUE
seas_sst_temp_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.430356,TRUE
min_sst_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.430735,TRUE
max_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.434009,TRUE
seas_sst_temp_change_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.434558,TRUE
seas_sst_temp_change_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.434558,TRUE
seas_sst_temp_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.436539,TRUE
seas_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.437632,TRUE
seas_sbt_temp_lag7_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.440248,TRUE
min_sst_temp_change_lag7_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.440251,TRUE
min_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.441143,TRUE
min_sst_temp_change_abs_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.441143,TRUE
min_sbt_temp_change_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.441649,TRUE
min_sbt_temp_change_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.441649,TRUE
min_sst_temp_change_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.443993,TRUE
min_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.444701,TRUE
seas_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.448087,TRUE
min_sst_temp_lag1_scaled,+,age.maturity_ocean_scaled,3380.448994,TRUE
seas_sst_temp_change_lag6_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.451724,TRUE
max_sbt_temp_lag1_scaled,+,age.maturity_ocean_scaled,3380.451799,TRUE
min_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.453168,TRUE
seas_sst_temp_lag3_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.455603,TRUE
seas_sbt_temp_change_lag1_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.456418,TRUE
max_sst_temp_lag9_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.458483,TRUE
seas_sst_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.459869,TRUE
min_sst_temp_change_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.461373,TRUE
max_sst_temp_lag10_scaled,+,tl_ocean_scaled,3380.461789,TRUE
max_sbt_temp_change_abs_lag4_scaled,*,tl_ocean_scaled,3380.46274,TRUE
max_sst_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.462998,TRUE
min_sbt_temp_lag9_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.464697,TRUE
seas_sbt_temp_change_abs_lag4_scaled,*,age.maturity_ocean_scaled,3380.465681,TRUE
max_sbt_temp_scaled,+,age.maturity_ocean_scaled,3380.466432,TRUE
seas_sbt_temp_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.467202,TRUE
min_sbt_temp_change_abs_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.467444,TRUE
min_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.467444,TRUE
min_sst_temp_change_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.468939,TRUE
max_sbt_temp_change_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.470475,TRUE
max_sst_temp_lag10_scaled,+,0,3380.471018,TRUE
seas_sst_temp_change_scaled,*,age.max_ocean_scaled,3380.471177,TRUE
seas_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.4766,TRUE
min_sbt_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.477131,TRUE
seas_sst_temp_change_abs_lag6_scaled,+,0,3380.477207,TRUE
min_sst_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.479326,TRUE
seas_sbt_temp_lag3_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.479422,TRUE
seas_sbt_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.48035,TRUE
seas_sbt_temp_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.481351,TRUE
max_sst_temp_lag3_scaled,*,tl_ocean_scaled,3380.482248,TRUE
seas_sst_temp_change_lag5_scaled,*,age.maturity_ocean_scaled,3380.482826,TRUE
seas_sst_temp_change_abs_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.483227,TRUE
max_sbt_temp_change_abs_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.486875,TRUE
max_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.487185,TRUE
min_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.488604,TRUE
max_sst_temp_change_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.489438,TRUE
min_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.492329,TRUE
min_sst_temp_change_abs_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.492329,TRUE
min_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.492732,TRUE
seas_sbt_temp_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.492958,TRUE
max_sbt_temp_change_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.495847,TRUE
min_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.497076,TRUE
seas_sbt_temp_lag5_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.498018,TRUE
min_sbt_temp_lag2_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.499361,TRUE
max_sbt_temp_change_abs_lag2_scaled,+,age.maturity_ocean_scaled,3380.500084,TRUE
max_sst_temp_change_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.502709,TRUE
seas_sst_temp_change_lag5_scaled,*,length.max_ocean_scaled,3380.50378,TRUE
max_sst_temp_lag4_scaled,+,0,3380.504539,TRUE
min_sst_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.506053,TRUE
min_sst_temp_change_abs_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.508326,TRUE
min_sst_temp_change_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.509323,TRUE
min_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.509323,TRUE
seas_sst_temp_change_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.509463,TRUE
max_sst_temp_change_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.510565,TRUE
seas_sst_temp_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.510674,TRUE
max_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.511114,TRUE
min_sst_temp_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.511632,TRUE
max_sbt_temp_change_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.51255,TRUE
min_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.512739,TRUE
seas_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.512765,TRUE
seas_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.513357,TRUE
seas_sbt_temp_lag10_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.513357,TRUE
max_sst_temp_lag4_scaled,+,tl_ocean_scaled,3380.515146,TRUE
max_sst_temp_lag5_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.515492,TRUE
max_sbt_temp_change_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.515504,TRUE
seas_sst_temp_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.515603,TRUE
min_sbt_temp_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.515997,TRUE
max_sst_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.516185,TRUE
min_sst_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.516199,TRUE
min_sst_temp_change_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.517003,TRUE
seas_sst_temp_lag10_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.517245,TRUE
min_sbt_temp_lag1_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.518326,TRUE
seas_sst_temp_change_abs_lag1_scaled,*,length.max_ocean_scaled,3380.519424,TRUE
max_sbt_temp_change_abs_lag3_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.526337,TRUE
min_sst_temp_change_lag2_scaled,+,age.maturity_ocean_scaled,3380.526811,TRUE
max_sst_temp_scaled,+,length.max_ocean_scaled + tl_ocean_scaled,3380.528197,TRUE
seas_sbt_temp_change_abs_lag9_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3380.528567,TRUE
max_sst_temp_change_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.531122,TRUE
max_sst_temp_change_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.531122,TRUE
max_sbt_temp_change_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.532678,TRUE
max_sst_temp_change_lag8_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.533614,TRUE
seas_sst_temp_change_lag4_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.535821,TRUE
max_sbt_temp_change_abs_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.53734,TRUE
max_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.53734,TRUE
seas_sbt_temp_change_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.539334,TRUE
min_sbt_temp_change_abs_lag2_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.542083,TRUE
min_sbt_temp_lag8_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.543253,TRUE
max_sst_temp_change_lag3_scaled,*,age.max_ocean_scaled,3380.54567,TRUE
seas_sst_temp_change_lag5_scaled,*,tl_ocean_scaled,3380.547761,TRUE
seas_sbt_temp_change_abs_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.548884,TRUE
seas_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.548884,TRUE
seas_sbt_temp_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.549751,TRUE
seas_sst_temp_change_lag9_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3380.550466,TRUE
min_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.551622,TRUE
min_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.5531,TRUE
min_sst_temp_change_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.5531,TRUE
seas_sst_temp_change_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.554432,TRUE
seas_sst_temp_change_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.554432,TRUE
max_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled,3380.557329,TRUE
min_sst_temp_change_lag6_scaled,+,age.maturity_ocean_scaled,3380.561454,TRUE
max_sst_temp_change_lag2_scaled,+,tl_ocean_scaled,3380.562695,TRUE
max_sst_temp_change_abs_lag8_scaled,*,length.max_ocean_scaled,3380.565702,TRUE
seas_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.567318,TRUE
seas_sst_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.567318,TRUE
max_sbt_temp_change_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.570212,TRUE
min_sbt_temp_change_lag3_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3380.570573,TRUE
max_sst_temp_change_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.570979,TRUE
seas_sst_temp_change_abs_lag1_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.574768,TRUE
min_sbt_temp_change_lag7_scaled,*,tl_ocean_scaled,3380.575903,TRUE
seas_sbt_temp_change_abs_lag9_scaled,+,age.maturity_ocean_scaled,3380.576583,TRUE
min_sbt_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.578628,TRUE
min_sst_temp_change_abs_lag3_scaled,*,length.max_ocean_scaled,3380.578781,TRUE
min_sst_temp_change_abs_lag3_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3380.580812,TRUE
min_sst_temp_change_abs_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.580862,TRUE
min_sst_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.580862,TRUE
seas_sst_temp_lag4_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.580891,TRUE
min_sbt_temp_change_lag3_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.581319,TRUE
seas_sbt_temp_change_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.581583,TRUE
max_sbt_temp_change_lag9_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3380.583184,TRUE
seas_sst_temp_change_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.583563,TRUE
max_sbt_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.583601,TRUE
max_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.583601,TRUE
seas_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.583647,TRUE
seas_sbt_temp_change_abs_lag7_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.586982,TRUE
max_sbt_temp_change_abs_lag9_scaled,+,tl_ocean_scaled,3380.589811,TRUE
seas_sst_temp_change_abs_lag8_scaled,*,age.maturity_ocean_scaled,3380.591441,TRUE
min_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.596046,TRUE
min_sbt_temp_change_lag5_scaled,*,tl_ocean_scaled,3380.596583,TRUE
min_sst_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled,3380.601397,TRUE
min_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.602574,TRUE
seas_sbt_temp_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.602667,TRUE
seas_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.602667,TRUE
min_sbt_temp_change_lag6_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.602697,TRUE
seas_sst_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.603764,TRUE
min_sbt_temp_change_lag7_scaled,+,length.max_ocean_scaled,3380.605377,TRUE
seas_sst_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.609401,TRUE
seas_sst_temp_change_abs_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.609401,TRUE
min_sbt_temp_change_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3380.6095,TRUE
max_sst_temp_change_abs_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.6121,TRUE
max_sst_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.6121,TRUE
min_sbt_temp_lag7_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3380.617041,TRUE
seas_sst_temp_change_abs_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.617352,TRUE
min_sst_temp_change_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.619821,TRUE
seas_sbt_temp_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.62173,TRUE
seas_sbt_temp_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.62173,TRUE
min_sbt_temp_change_abs_lag4_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3380.622371,TRUE
min_sst_temp_change_lag7_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3380.622488,TRUE
seas_sst_temp_change_abs_lag8_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.624885,TRUE
min_sst_temp_change_abs_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.628565,TRUE
min_sst_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.628565,TRUE
min_sbt_temp_lag1_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3380.629782,TRUE
seas_sbt_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.630294,TRUE
seas_sbt_temp_change_abs_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.630294,TRUE
max_sst_temp_change_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.631711,TRUE
max_sbt_temp_lag4_scaled,+,0,3380.634229,TRUE
max_sst_temp_change_abs_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.637224,TRUE
max_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.637224,TRUE
min_sbt_temp_change_abs_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.63882,TRUE
min_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.63882,TRUE
min_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.641013,TRUE
min_sbt_temp_change_abs_lag7_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3380.641851,TRUE
min_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.642547,TRUE
min_sst_temp_change_abs_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.642547,TRUE
min_sbt_temp_lag6_scaled,+,0,3380.64403,TRUE
seas_sbt_temp_change_abs_lag6_scaled,+,tl_ocean_scaled,3380.644439,TRUE
seas_sbt_temp_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.645132,TRUE
seas_sbt_temp_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.645132,TRUE
max_sbt_temp_change_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.64551,TRUE
max_sbt_temp_change_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.64551,TRUE
min_sst_temp_change_lag7_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3380.646005,TRUE
seas_sbt_temp_lag1_scaled,*,age.maturity_ocean_scaled,3380.647378,TRUE
max_sst_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled,3380.652191,TRUE
min_sst_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.655566,TRUE
min_sst_temp_change_abs_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.655566,TRUE
min_sst_temp_lag4_scaled,+,age.maturity_ocean_scaled,3380.655706,TRUE
seas_sbt_temp_change_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3380.657358,TRUE
min_sst_temp_change_abs_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3380.657825,TRUE
min_sst_temp_change_abs_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3380.657825,TRUE
min_sst_temp_change_lag1_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3380.658533,TRUE
seas_sst_temp_change_abs_lag7_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3380.65868,TRUE
