temp_variable,sign,trait_variable,AICc,converge
seas_sst_temp_change_abs_scaled,+,length.max_ocean_scaled,3375.124881,TRUE
max_sbt_temp_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.131124,TRUE
max_sst_temp_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.148385,TRUE
max_sst_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled,3375.150298,TRUE
seas_sst_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled,3375.165071,TRUE
seas_sbt_temp_change_abs_lag6_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3375.169708,TRUE
max_sst_temp_lag7_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.178027,TRUE
seas_sbt_temp_change_lag6_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3375.179847,TRUE
max_sst_temp_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.180193,TRUE
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.180523,TRUE
max_sbt_temp_change_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.181453,TRUE
max_sbt_temp_lag5_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.199162,TRUE
min_sst_temp_lag4_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.206481,TRUE
seas_sbt_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled,3375.209854,TRUE
max_sst_temp_change_abs_scaled,+,length.max_ocean_scaled,3375.213012,TRUE
max_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.213175,TRUE
min_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled,3375.214336,TRUE
max_sbt_temp_lag6_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.219331,TRUE
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled,3375.219385,TRUE
min_sst_temp_lag2_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3375.223122,TRUE
min_sst_temp_lag4_scaled,*,length.max_ocean_scaled,3375.227937,TRUE
max_sbt_temp_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.228622,TRUE
seas_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.22976,TRUE
min_sbt_temp_lag3_scaled,*,age.maturity_ocean_scaled,3375.232857,TRUE
min_sbt_temp_lag3_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.233546,TRUE
max_sst_temp_lag5_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.246001,TRUE
min_sst_temp_lag10_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.250876,TRUE
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3375.256059,TRUE
max_sst_temp_change_abs_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.260052,TRUE
max_sst_temp_lag3_scaled,+,age.max_ocean_scaled,3375.26374,TRUE
min_sbt_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.284253,TRUE
min_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.290274,TRUE
min_sst_temp_lag7_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.291697,TRUE
max_sbt_temp_change_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3375.300512,TRUE
max_sst_temp_lag8_scaled,+,age.max_ocean_scaled,3375.313006,TRUE
max_sst_temp_lag9_scaled,+,age.maturity_ocean_scaled,3375.31379,TRUE
max_sbt_temp_lag2_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.3186,TRUE
max_sst_temp_lag2_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.322355,TRUE
max_sst_temp_lag9_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.332978,TRUE
seas_sst_temp_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.335282,TRUE
max_sbt_temp_lag6_scaled,*,age.maturity_ocean_scaled,3375.336898,TRUE
seas_sbt_temp_lag9_scaled,*,age.max_ocean_scaled,3375.345431,TRUE
max_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.349194,TRUE
seas_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled,3375.363293,TRUE
min_sbt_temp_lag9_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.365924,TRUE
max_sbt_temp_lag5_scaled,*,length.max_ocean_scaled,3375.368003,TRUE
min_sbt_temp_lag9_scaled,+,age.max_ocean_scaled,3375.373004,TRUE
min_sbt_temp_lag10_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.387231,TRUE
max_sbt_temp_lag4_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.389835,TRUE
max_sbt_temp_change_abs_lag6_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3375.391044,TRUE
max_sbt_temp_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.391175,TRUE
max_sst_temp_lag9_scaled,*,length.max_ocean_scaled,3375.397054,TRUE
max_sst_temp_lag8_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.398477,TRUE
max_sst_temp_lag7_scaled,*,length.max_ocean_scaled,3375.411693,TRUE
max_sst_temp_lag5_scaled,*,age.maturity_ocean_scaled,3375.412034,TRUE
min_sbt_temp_lag9_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3375.412329,TRUE
seas_sbt_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3375.414864,TRUE
max_sbt_temp_lag2_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.416548,TRUE
max_sst_temp_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3375.419645,TRUE
max_sst_temp_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3375.419645,TRUE
seas_sst_temp_lag5_scaled,+,age.maturity_ocean_scaled,3375.424335,TRUE
max_sbt_temp_change_lag6_scaled,*,age.maturity_ocean_scaled,3375.435675,TRUE
max_sst_temp_lag4_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.45303,TRUE
min_sbt_temp_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.460731,TRUE
min_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.464271,TRUE
min_sbt_temp_lag6_scaled,*,age.maturity_ocean_scaled,3375.473692,TRUE
min_sst_temp_change_lag2_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.479999,TRUE
max_sbt_temp_lag2_scaled,*,length.max_ocean_scaled,3375.499062,TRUE
seas_sst_temp_change_abs_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3375.501868,TRUE
max_sbt_temp_lag8_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.502132,TRUE
max_sst_temp_lag1_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3375.506323,TRUE
max_sst_temp_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.5131,TRUE
min_sbt_temp_lag10_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.518821,TRUE
seas_sbt_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled,3375.522179,TRUE
min_sst_temp_change_lag7_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.524915,TRUE
max_sst_temp_lag3_scaled,*,age.maturity_ocean_scaled,3375.526259,TRUE
seas_sst_temp_change_lag7_scaled,+,age.maturity_ocean_scaled,3375.532225,TRUE
max_sst_temp_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.537625,TRUE
seas_sbt_temp_change_abs_lag2_scaled,*,length.max_ocean_scaled,3375.546005,TRUE
seas_sst_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled,3375.548107,TRUE
max_sbt_temp_lag1_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3375.560679,TRUE
seas_sst_temp_change_abs_scaled,+,length.max_ocean_scaled + tl_ocean_scaled,3375.568024,TRUE
seas_sbt_temp_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.573957,TRUE
seas_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.581985,TRUE
seas_sbt_temp_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.586507,TRUE
max_sbt_temp_lag4_scaled,*,length.max_ocean_scaled,3375.588921,TRUE
seas_sbt_temp_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.59769,TRUE
min_sbt_temp_lag6_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.60237,TRUE
max_sst_temp_change_abs_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3375.6169,TRUE
min_sbt_temp_change_abs_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3375.623262,TRUE
min_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3375.623262,TRUE
min_sst_temp_lag10_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.632892,TRUE
seas_sst_temp_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.634685,TRUE
max_sbt_temp_lag3_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.644823,TRUE
max_sst_temp_change_abs_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3375.665237,TRUE
seas_sbt_temp_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3375.667245,TRUE
min_sbt_temp_lag3_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.671984,TRUE
max_sst_temp_change_abs_scaled,+,length.max_ocean_scaled + tl_ocean_scaled,3375.676301,TRUE
min_sst_temp_lag9_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3375.680583,TRUE
max_sbt_temp_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.68085,TRUE
min_sst_temp_change_abs_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.683663,TRUE
min_sst_temp_lag8_scaled,*,length.max_ocean_scaled,3375.690758,TRUE
min_sst_temp_lag8_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.696852,TRUE
max_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3375.698303,TRUE
max_sbt_temp_lag6_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.703927,TRUE
min_sst_temp_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.70702,TRUE
max_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled,3375.711893,TRUE
min_sst_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.716629,TRUE
max_sst_temp_change_abs_lag9_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3375.725903,TRUE
seas_sbt_temp_change_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3375.731248,TRUE
seas_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3375.731248,TRUE
seas_sbt_temp_lag4_scaled,+,age.max_ocean_scaled,3375.732882,TRUE
min_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3375.74624,TRUE
min_sst_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3375.749243,TRUE
min_sst_temp_change_abs_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3375.749243,TRUE
min_sst_temp_change_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.754907,TRUE
min_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.765834,TRUE
min_sst_temp_lag9_scaled,+,length.max_ocean_scaled,3375.775219,TRUE
seas_sst_temp_lag8_scaled,+,age.max_ocean_scaled,3375.778451,TRUE
max_sst_temp_change_lag4_scaled,*,age.max_ocean_scaled,3375.778888,TRUE
max_sst_temp_change_abs_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.781702,TRUE
max_sst_temp_lag8_scaled,*,length.max_ocean_scaled,3375.785315,TRUE
seas_sst_temp_scaled,*,age.maturity_ocean_scaled,3375.78668,TRUE
max_sbt_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled,3375.7905,TRUE
min_sbt_temp_lag5_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.792687,TRUE
min_sst_temp_lag3_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.796873,TRUE
min_sst_temp_lag10_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.800609,TRUE
max_sbt_temp_lag8_scaled,*,length.max_ocean_scaled,3375.803168,TRUE
max_sst_temp_lag10_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.809356,TRUE
seas_sst_temp_lag9_scaled,*,age.max_ocean_scaled,3375.813816,TRUE
min_sbt_temp_change_scaled,+,age.max_ocean_scaled,3375.814721,TRUE
min_sst_temp_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.822135,TRUE
max_sst_temp_change_abs_scaled,*,tl_ocean_scaled,3375.82453,TRUE
min_sbt_temp_lag6_scaled,*,length.max_ocean_scaled,3375.841789,TRUE
min_sbt_temp_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.84428,TRUE
min_sbt_temp_change_lag2_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.854007,TRUE
seas_sbt_temp_change_lag7_scaled,*,age.max_ocean_scaled,3375.855696,TRUE
max_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3375.860527,TRUE
min_sbt_temp_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.862216,TRUE
seas_sst_temp_scaled,+,tl_ocean_scaled,3375.864816,TRUE
min_sst_temp_change_abs_scaled,*,age.max_ocean_scaled,3375.878281,TRUE
seas_sbt_temp_scaled,*,length.max_ocean_scaled,3375.878595,TRUE
seas_sbt_temp_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.883568,TRUE
max_sst_temp_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.884032,TRUE
max_sbt_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3375.884076,TRUE
min_sbt_temp_lag6_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.887522,TRUE
min_sst_temp_change_abs_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.891483,TRUE
min_sst_temp_lag4_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3375.892688,TRUE
max_sst_temp_lag1_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3375.905982,TRUE
seas_sst_temp_change_lag5_scaled,+,age.max_ocean_scaled,3375.909685,TRUE
max_sst_temp_change_abs_lag8_scaled,+,age.maturity_ocean_scaled,3375.91717,TRUE
seas_sst_temp_change_abs_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.921475,TRUE
max_sbt_temp_lag4_scaled,*,age.maturity_ocean_scaled,3375.924108,TRUE
max_sbt_temp_lag8_scaled,+,age.max_ocean_scaled,3375.931536,TRUE
max_sbt_temp_change_lag6_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.93602,TRUE
min_sbt_temp_lag3_scaled,+,age.max_ocean_scaled,3375.942924,TRUE
seas_sst_temp_lag5_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3375.947923,TRUE
seas_sbt_temp_change_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.953763,TRUE
min_sbt_temp_lag5_scaled,*,length.max_ocean_scaled,3375.956967,TRUE
seas_sbt_temp_change_abs_lag5_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.957142,TRUE
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3375.959618,TRUE
min_sbt_temp_lag2_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.959883,TRUE
min_sbt_temp_lag4_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3375.960104,TRUE
seas_sst_temp_change_lag7_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3375.965113,TRUE
seas_sst_temp_scaled,+,0,3375.97016,TRUE
seas_sst_temp_lag8_scaled,*,age.max_ocean_scaled,3375.974118,TRUE
max_sst_temp_lag5_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3375.974443,TRUE
seas_sbt_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.978873,TRUE
seas_sst_temp_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3375.982433,TRUE
max_sbt_temp_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3375.986245,TRUE
min_sbt_temp_lag4_scaled,*,length.max_ocean_scaled,3375.986914,TRUE
min_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled,3375.988437,TRUE
min_sbt_temp_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.988518,TRUE
min_sbt_temp_lag1_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3375.989114,TRUE
seas_sst_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3375.98929,TRUE
seas_sst_temp_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3375.997068,TRUE
min_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3376.000073,TRUE
min_sbt_temp_lag2_scaled,*,length.max_ocean_scaled,3376.003468,TRUE
min_sst_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3376.0068,TRUE
max_sst_temp_lag3_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3376.00835,TRUE
max_sst_temp_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3376.013546,TRUE
seas_sbt_temp_change_abs_lag2_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.01836,TRUE
min_sst_temp_lag10_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.019629,TRUE
min_sst_temp_lag10_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.019629,TRUE
max_sst_temp_lag5_scaled,+,age.maturity_ocean_scaled,3376.020448,TRUE
min_sst_temp_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3376.021128,TRUE
seas_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3376.022235,TRUE
max_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3376.022528,TRUE
max_sst_temp_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3376.029156,TRUE
seas_sbt_temp_scaled,+,age.max_ocean_scaled,3376.032285,TRUE
seas_sst_temp_change_lag7_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3376.03404,TRUE
min_sbt_temp_change_abs_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3376.03611,TRUE
max_sbt_temp_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3376.048902,TRUE
min_sbt_temp_change_abs_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3376.05587,TRUE
max_sst_temp_change_abs_lag9_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3376.061751,TRUE
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3376.064945,TRUE
max_sst_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3376.072507,TRUE
min_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.072698,TRUE
min_sbt_temp_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.072698,TRUE
seas_sst_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3376.087115,TRUE
seas_sbt_temp_change_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3376.10844,TRUE
min_sbt_temp_lag7_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3376.123218,TRUE
min_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3376.124669,TRUE
min_sbt_temp_lag4_scaled,*,age.maturity_ocean_scaled,3376.126449,TRUE
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.127841,TRUE
seas_sst_temp_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.127841,TRUE
min_sbt_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled,3376.139357,TRUE
max_sbt_temp_lag5_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.152961,TRUE
max_sbt_temp_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3376.153741,TRUE
min_sst_temp_change_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.156809,TRUE
seas_sst_temp_change_lag8_scaled,*,age.max_ocean_scaled,3376.160634,TRUE
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3376.163257,TRUE
seas_sbt_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3376.163701,TRUE
min_sst_temp_lag10_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3376.163785,TRUE
max_sst_temp_lag10_scaled,*,length.max_ocean_scaled,3376.169036,TRUE
max_sst_temp_change_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.173151,TRUE
max_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.173151,TRUE
seas_sbt_temp_change_abs_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.175055,TRUE
seas_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.175055,TRUE
seas_sbt_temp_lag10_scaled,*,age.max_ocean_scaled,3376.17859,TRUE
max_sst_temp_lag9_scaled,*,age.maturity_ocean_scaled,3376.18367,TRUE
min_sbt_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled,3376.188433,TRUE
max_sbt_temp_lag5_scaled,*,age.maturity_ocean_scaled,3376.18918,TRUE
min_sst_temp_change_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.189467,TRUE
max_sst_temp_lag9_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.198247,TRUE
min_sst_temp_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3376.203286,TRUE
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3376.213579,TRUE
max_sst_temp_lag7_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.216946,TRUE
max_sbt_temp_lag2_scaled,*,age.maturity_ocean_scaled,3376.217945,TRUE
seas_sst_temp_change_abs_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3376.218664,TRUE
min_sbt_temp_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3376.218831,TRUE
seas_sbt_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3376.223546,TRUE
max_sst_temp_lag2_scaled,*,age.maturity_ocean_scaled,3376.223864,TRUE
seas_sst_temp_change_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3376.228462,TRUE
min_sbt_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled,3376.239199,TRUE
seas_sbt_temp_lag4_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3376.24127,TRUE
max_sbt_temp_change_abs_lag6_scaled,+,tl_ocean_scaled,3376.244708,TRUE
max_sst_temp_lag10_scaled,+,age.max_ocean_scaled,3376.24628,TRUE
seas_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled,3376.259516,TRUE
max_sst_temp_lag4_scaled,+,age.max_ocean_scaled,3376.268088,TRUE
max_sst_temp_change_lag1_scaled,*,age.max_ocean_scaled,3376.274471,TRUE
seas_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3376.275565,TRUE
max_sbt_temp_lag2_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.279182,TRUE
max_sst_temp_change_abs_lag8_scaled,*,age.maturity_ocean_scaled,3376.28063,TRUE
seas_sst_temp_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3376.28754,TRUE
seas_sbt_temp_lag2_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3376.289968,TRUE
max_sst_temp_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3376.304478,TRUE
seas_sst_temp_change_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3376.305598,TRUE
min_sst_temp_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3376.312249,TRUE
max_sst_temp_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3376.314175,TRUE
max_sst_temp_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3376.314175,TRUE
max_sst_temp_change_lag5_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3376.338868,TRUE
max_sst_temp_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3376.339313,TRUE
min_sst_temp_lag8_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.340851,TRUE
min_sst_temp_lag6_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3376.343517,TRUE
max_sbt_temp_lag3_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3376.345645,TRUE
seas_sbt_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3376.350377,TRUE
min_sbt_temp_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3376.351743,TRUE
min_sst_temp_lag1_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3376.352162,TRUE
seas_sst_temp_change_abs_lag6_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3376.35357,TRUE
max_sbt_temp_change_abs_lag6_scaled,+,0,3376.357516,TRUE
max_sbt_temp_lag4_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3376.36131,TRUE
max_sbt_temp_lag4_scaled,+,age.max_ocean_scaled,3376.370202,TRUE
max_sbt_temp_lag4_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3376.373985,TRUE
max_sst_temp_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3376.385996,TRUE
seas_sbt_temp_lag9_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3376.396565,TRUE
max_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled,3376.399667,TRUE
min_sbt_temp_lag6_scaled,+,age.max_ocean_scaled,3376.414774,TRUE
min_sbt_temp_lag4_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3376.418033,TRUE
min_sst_temp_lag7_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3376.422076,TRUE
