temp_variable,sign,trait_variable,AICc,converge,DeltaAIC
max_sbt_temp_change_abs_lag7_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.167862,TRUE,
max_sst_temp_lag10_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.168426,TRUE,
0,+,age.max_ocean_scaled + tl_ocean_scaled,3709.1734,TRUE,
seas_sst_temp_change_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.175698,TRUE,
seas_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.175698,TRUE,
seas_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3709.19027,TRUE,
min_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.191674,TRUE,
max_sst_temp_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.192151,TRUE,
max_sbt_temp_change_lag1_scaled,+,age.max_ocean_scaled,3709.195218,TRUE,
seas_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.195488,TRUE,
max_sst_temp_change_lag9_scaled,+,age.max_ocean_scaled,3709.196561,TRUE,
seas_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.201806,TRUE,
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.208216,TRUE,
min_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled,3709.212815,TRUE,
max_sst_temp_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.217201,TRUE,
max_sst_temp_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.217201,TRUE,
max_sbt_temp_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.217765,TRUE,
max_sbt_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled,3709.220591,TRUE,
seas_sst_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled,3709.223403,TRUE,
max_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.229945,TRUE,
min_sst_temp_lag1_scaled,+,age.max_ocean_scaled,3709.237909,TRUE,
seas_sbt_temp_change_lag4_scaled,+,age.max_ocean_scaled,3709.245609,TRUE,
max_sbt_temp_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.249428,TRUE,
min_sbt_temp_change_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.250609,TRUE,
seas_sbt_temp_change_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.252134,TRUE,
seas_sst_temp_change_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.25242,TRUE,
seas_sbt_temp_change_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.255626,TRUE,
max_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.256176,TRUE,
seas_sbt_temp_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.270498,TRUE,
min_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.277907,TRUE,
min_sbt_temp_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.277907,TRUE,
min_sbt_temp_change_lag4_scaled,+,age.max_ocean_scaled,3709.293532,TRUE,
max_sbt_temp_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.296084,TRUE,
min_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.30629,TRUE,
max_sbt_temp_lag1_scaled,+,age.max_ocean_scaled,3709.307056,TRUE,
min_sbt_temp_change_abs_lag5_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3709.307098,TRUE,
min_sbt_temp_change_abs_lag9_scaled,*,age.max_ocean_scaled,3709.314699,TRUE,
max_sbt_temp_change_abs_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.315087,TRUE,
max_sst_temp_change_lag5_scaled,*,age.max_ocean_scaled,3709.32032,TRUE,
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.324775,TRUE,
seas_sbt_temp_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.32571,TRUE,
max_sbt_temp_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.333354,TRUE,
max_sbt_temp_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.333354,TRUE,
min_sst_temp_change_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.336415,TRUE,
max_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.342264,TRUE,
min_sst_temp_change_lag8_scaled,*,age.maturity_ocean_scaled,3709.347451,TRUE,
min_sst_temp_change_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.350431,TRUE,
seas_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled,3709.351549,TRUE,
max_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.357488,TRUE,
max_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.357639,TRUE,
min_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled,3709.367756,TRUE,
seas_sst_temp_lag4_scaled,+,age.max_ocean_scaled,3709.368764,TRUE,
min_sbt_temp_lag2_scaled,+,age.max_ocean_scaled,3709.369345,TRUE,
min_sbt_temp_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.369898,TRUE,
min_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.369977,TRUE,
min_sst_temp_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.372046,TRUE,
seas_sbt_temp_change_lag7_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3709.374555,TRUE,
seas_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.378725,TRUE,
seas_sst_temp_change_lag8_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.389471,TRUE,
min_sst_temp_change_abs_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.396112,TRUE,
seas_sbt_temp_change_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.397648,TRUE,
seas_sbt_temp_change_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.40134,TRUE,
min_sst_temp_change_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.415478,TRUE,
seas_sbt_temp_lag5_scaled,+,age.max_ocean_scaled,3709.418192,TRUE,
seas_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.421138,TRUE,
seas_sst_temp_change_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.421138,TRUE,
seas_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.426478,TRUE,
seas_sbt_temp_change_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.426478,TRUE,
seas_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.432701,TRUE,
seas_sbt_temp_change_abs_scaled,*,age.max_ocean_scaled,3709.434462,TRUE,
min_sbt_temp_change_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.447277,TRUE,
seas_sst_temp_lag1_scaled,*,age.max_ocean_scaled,3709.448797,TRUE,
seas_sbt_temp_change_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.463087,TRUE,
min_sst_temp_change_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.466401,TRUE,
min_sbt_temp_lag10_scaled,*,length.max_ocean_scaled,3709.472602,TRUE,
min_sst_temp_change_lag9_scaled,*,age.max_ocean_scaled,3709.47387,TRUE,
seas_sbt_temp_change_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.478,TRUE,
seas_sst_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled,3709.48395,TRUE,
min_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.490303,TRUE,
max_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.49145,TRUE,
max_sbt_temp_change_abs_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.49145,TRUE,
max_sst_temp_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.517504,TRUE,
min_sst_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled,3709.51812,TRUE,
min_sst_temp_lag10_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3709.518984,TRUE,
min_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.519187,TRUE,
seas_sst_temp_change_lag5_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.521787,TRUE,
min_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.523598,TRUE,
min_sbt_temp_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.523598,TRUE,
max_sst_temp_lag9_scaled,*,length.max_ocean_scaled,3709.523616,TRUE,
max_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.524092,TRUE,
max_sst_temp_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.524137,TRUE,
max_sst_temp_change_lag9_scaled,*,age.max_ocean_scaled,3709.531618,TRUE,
min_sst_temp_change_lag8_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3709.533375,TRUE,
seas_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.548744,TRUE,
max_sbt_temp_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.549095,TRUE,
min_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.555942,TRUE,
min_sst_temp_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.561439,TRUE,
seas_sst_temp_change_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.567967,TRUE,
seas_sst_temp_lag1_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.570788,TRUE,
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.570788,TRUE,
min_sst_temp_lag8_scaled,+,age.max_ocean_scaled,3709.57298,TRUE,
max_sbt_temp_scaled,+,age.max_ocean_scaled,3709.573847,TRUE,
seas_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.574738,TRUE,
seas_sbt_temp_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.575353,TRUE,
max_sbt_temp_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.588408,TRUE,
max_sbt_temp_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.588408,TRUE,
seas_sbt_temp_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.590144,TRUE,
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.594696,TRUE,
max_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.595197,TRUE,
max_sbt_temp_change_abs_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.597764,TRUE,
max_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled,3709.599853,TRUE,
min_sst_temp_lag9_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3709.613131,TRUE,
min_sbt_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.615553,TRUE,
seas_sst_temp_change_lag8_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.616267,TRUE,
min_sst_temp_change_lag5_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.617102,TRUE,
min_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.62625,TRUE,
min_sst_temp_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.635147,TRUE,
min_sbt_temp_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.638517,TRUE,
seas_sst_temp_change_lag6_scaled,+,age.max_ocean_scaled,3709.640748,TRUE,
min_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.644639,TRUE,
max_sbt_temp_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.647789,TRUE,
min_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.653656,TRUE,
min_sbt_temp_lag9_scaled,*,age.maturity_ocean_scaled,3709.659325,TRUE,
max_sbt_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.664476,TRUE,
min_sst_temp_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.666174,TRUE,
max_sst_temp_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.66924,TRUE,
min_sbt_temp_lag9_scaled,*,length.max_ocean_scaled,3709.675781,TRUE,
min_sst_temp_change_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.676925,TRUE,
max_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled,3709.678178,TRUE,
min_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled,3709.681701,TRUE,
seas_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.682171,TRUE,
seas_sbt_temp_change_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.689179,TRUE,
min_sst_temp_change_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.689961,TRUE,
min_sst_temp_change_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.689961,TRUE,
seas_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.690341,TRUE,
min_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.699777,TRUE,
seas_sst_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled,3709.703847,TRUE,
max_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.709846,TRUE,
max_sbt_temp_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.710112,TRUE,
max_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.710112,TRUE,
max_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled,3709.719987,TRUE,
min_sbt_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled,3709.723461,TRUE,
max_sbt_temp_change_abs_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.726035,TRUE,
min_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled,3709.731503,TRUE,
max_sst_temp_lag4_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3709.732661,TRUE,
seas_sst_temp_change_scaled,+,age.max_ocean_scaled,3709.739426,TRUE,
max_sbt_temp_lag8_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3709.739566,TRUE,
seas_sst_temp_change_lag5_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.742081,TRUE,
seas_sst_temp_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.744842,TRUE,
max_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.747692,TRUE,
max_sbt_temp_change_scaled,*,age.max_ocean_scaled,3709.750908,TRUE,
max_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.755045,TRUE,
seas_sst_temp_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.760537,TRUE,
max_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.760965,TRUE,17.76501621
max_sbt_temp_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.767424,TRUE,
seas_sst_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.770777,TRUE,
min_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.779287,TRUE,
max_sst_temp_lag5_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3709.781596,TRUE,
min_sst_temp_change_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.782212,TRUE,
max_sst_temp_change_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.783109,TRUE,
max_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled,3709.783778,TRUE,
seas_sbt_temp_change_abs_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.787299,TRUE,
seas_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.787299,TRUE,
min_sbt_temp_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.787347,TRUE,
max_sst_temp_change_lag3_scaled,+,age.max_ocean_scaled,3709.787757,TRUE,
seas_sst_temp_lag6_scaled,+,age.max_ocean_scaled,3709.788977,TRUE,
min_sst_temp_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.795928,TRUE,
min_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.798812,TRUE,
min_sbt_temp_change_abs_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.798812,TRUE,
min_sbt_temp_change_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.798949,TRUE,
seas_sbt_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled,3709.804693,TRUE,
seas_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.805388,TRUE,
max_sbt_temp_change_lag6_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3709.810876,TRUE,
max_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.814477,TRUE,
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.817879,TRUE,
min_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.827878,TRUE,
max_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.82851,TRUE,
max_sst_temp_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.830346,TRUE,
max_sst_temp_change_scaled,+,age.max_ocean_scaled,3709.830888,TRUE,
min_sbt_temp_change_lag9_scaled,+,age.max_ocean_scaled,3709.832126,TRUE,
max_sst_temp_change_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.840803,TRUE,
min_sst_temp_change_abs_scaled,+,age.max_ocean_scaled,3709.843286,TRUE,
min_sbt_temp_change_lag1_scaled,+,age.max_ocean_scaled,3709.854276,TRUE,
min_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.856488,TRUE,
max_sst_temp_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.857284,TRUE,
max_sst_temp_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.857284,TRUE,
seas_sst_temp_lag10_scaled,+,age.max_ocean_scaled,3709.858265,TRUE,
max_sst_temp_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.858357,TRUE,
max_sst_temp_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.858357,TRUE,
min_sbt_temp_lag9_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3709.858886,TRUE,
max_sbt_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.868735,TRUE,
seas_sbt_temp_lag7_scaled,+,age.max_ocean_scaled,3709.873615,TRUE,
min_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.878788,TRUE,
min_sbt_temp_change_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.878788,TRUE,
max_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.884667,TRUE,
min_sst_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled,3709.887786,TRUE,
max_sst_temp_change_abs_lag1_scaled,+,0,3709.888097,TRUE,
seas_sbt_temp_lag3_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3709.891229,TRUE,
seas_sbt_temp_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.896248,TRUE,
seas_sst_temp_change_lag4_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3709.906368,TRUE,
max_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.912037,TRUE,
max_sbt_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled,3709.913275,TRUE,
max_sbt_temp_change_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.915268,TRUE,
min_sst_temp_change_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.918508,TRUE,
min_sbt_temp_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.920134,TRUE,
max_sst_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.935901,TRUE,
max_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.935901,TRUE,
min_sst_temp_change_abs_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.936047,TRUE,
max_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled,3709.936315,TRUE,
seas_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled,3709.937619,TRUE,
seas_sbt_temp_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.942756,TRUE,
max_sbt_temp_change_abs_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3709.943534,TRUE,
max_sst_temp_lag7_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3709.946005,TRUE,
max_sst_temp_change_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.946431,TRUE,
seas_sst_temp_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.950674,TRUE,
seas_sbt_temp_change_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.953896,TRUE,
min_sbt_temp_lag4_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.955736,TRUE,
seas_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.959685,TRUE,
min_sst_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled,3709.965695,TRUE,
seas_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled,3709.966441,TRUE,
seas_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.969435,TRUE,
seas_sbt_temp_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.970238,TRUE,
seas_sst_temp_lag2_scaled,*,age.max_ocean_scaled,3709.972877,TRUE,
seas_sbt_temp_change_lag9_scaled,+,age.max_ocean_scaled,3709.974129,TRUE,
max_sst_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled,3709.979081,TRUE,
0,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3709.980433,TRUE,
max_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled,3709.982743,TRUE,
min_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled,3709.984741,TRUE,
max_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled,3709.985195,TRUE,
max_sbt_temp_change_abs_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3709.986147,TRUE,
seas_sst_temp_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.987422,TRUE,
seas_sst_temp_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.987422,TRUE,
max_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3709.988485,TRUE,
max_sbt_temp_change_abs_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3709.988485,TRUE,
seas_sbt_temp_lag6_scaled,+,age.max_ocean_scaled,3709.990095,TRUE,
min_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3709.996971,TRUE,
max_sst_temp_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3710.000923,TRUE,1.799700966
max_sst_temp_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3710.000923,TRUE,
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3710.005025,TRUE,
min_sst_temp_lag5_scaled,+,age.max_ocean_scaled,3710.00528,TRUE,
max_sbt_temp_change_scaled,+,age.max_ocean_scaled,3710.006789,TRUE,
max_sst_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled,3710.008907,TRUE,
seas_sbt_temp_change_scaled,*,age.max_ocean_scaled,3710.009384,TRUE,
max_sst_temp_change_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3710.009521,TRUE,
max_sst_temp_change_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3710.009521,TRUE,
min_sbt_temp_change_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3710.011314,TRUE,
seas_sbt_temp_lag6_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3710.017061,TRUE,
min_sbt_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled,3710.018937,TRUE,
seas_sbt_temp_lag7_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3710.026561,TRUE,
max_sst_temp_change_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3710.028776,TRUE,
min_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3710.030659,TRUE,
seas_sst_temp_change_abs_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3710.033123,TRUE,
seas_sbt_temp_change_lag5_scaled,+,age.max_ocean_scaled,3710.034133,TRUE,
min_sbt_temp_lag5_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3710.048072,TRUE,
max_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled,3710.048573,TRUE,
min_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled,3710.04899,TRUE,
min_sbt_temp_change_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3710.05306,TRUE,
min_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3710.05306,TRUE,
min_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled,3710.053062,TRUE,
max_sst_temp_change_lag4_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3710.054041,TRUE,
max_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3710.054041,TRUE,
min_sbt_temp_change_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3710.054699,TRUE,
