temp_variable,sign,trait_variable,AICc,converge,DeltaAIC
max_sst_temp_lag2_scaled,+,age.max_ocean_scaled,3420.05214,TRUE,19.49794003
seas_sbt_temp_lag8_scaled,*,age.max_ocean_scaled,3420.065268,TRUE,19.51106708
seas_sst_temp_lag7_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3420.084292,TRUE,19.5300918
seas_sst_temp_lag3_scaled,+,0,3420.085751,TRUE,19.53155068
min_sbt_temp_change_lag2_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.121441,TRUE,19.56724082
max_sst_temp_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.124021,TRUE,19.56982091
seas_sst_temp_scaled,*,age.maturity_ocean_scaled,3420.133329,TRUE,19.57912899
min_sst_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled,3420.138565,TRUE,19.58436487
seas_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.147266,TRUE,19.59306528
seas_sst_temp_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.159863,TRUE,19.60566242
max_sbt_temp_lag8_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3420.172542,TRUE,19.6183414
max_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled,3420.17279,TRUE,19.61858984
max_sst_temp_lag6_scaled,+,age.max_ocean_scaled,3420.173638,TRUE,19.61943749
seas_sbt_temp_change_lag9_scaled,+,age.maturity_ocean_scaled,3420.176819,TRUE,19.62261878
seas_sst_temp_lag7_scaled,+,age.maturity_ocean_scaled,3420.193257,TRUE,19.63905607
seas_sbt_temp_lag1_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3420.194274,TRUE,19.64007382
max_sbt_temp_lag10_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.197802,TRUE,19.64360127
seas_sst_temp_lag8_scaled,*,age.maturity_ocean_scaled,3420.198075,TRUE,19.64387429
seas_sbt_temp_change_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.21274,TRUE,19.65853942
max_sst_temp_lag4_scaled,+,age.max_ocean_scaled,3420.223014,TRUE,19.66881377
min_sst_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.226555,TRUE,19.67235421
seas_sst_temp_change_lag2_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.233027,TRUE,19.67882675
min_sbt_temp_change_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.234002,TRUE,19.67980141
seas_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled,3420.239215,TRUE,19.68501492
max_sst_temp_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.244207,TRUE,19.69000686
min_sbt_temp_lag10_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3420.253555,TRUE,19.69935501
max_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.255473,TRUE,19.70127293
seas_sbt_temp_lag6_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3420.266926,TRUE,19.71272545
seas_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.272623,TRUE,19.71842234
min_sst_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.281924,TRUE,19.72772398
min_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled,3420.282815,TRUE,19.72861468
seas_sst_temp_change_lag2_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.283417,TRUE,19.72921613
seas_sst_temp_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.298559,TRUE,19.74435843
seas_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled,3420.300005,TRUE,19.74580504
seas_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.302321,TRUE,19.74812099
seas_sbt_temp_change_lag9_scaled,*,age.max_ocean_scaled,3420.306827,TRUE,19.75262674
max_sbt_temp_lag7_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.309619,TRUE,19.75541838
min_sbt_temp_lag6_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.31124,TRUE,19.75703915
min_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3420.317827,TRUE,19.7636268
min_sbt_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3420.317827,TRUE,19.7636268
min_sbt_temp_change_lag2_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.31958,TRUE,19.7653794
seas_sbt_temp_lag10_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.322228,TRUE,19.76802785
seas_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled,3420.327452,TRUE,19.77325205
max_sbt_temp_lag10_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3420.331083,TRUE,19.77688243
seas_sst_temp_lag4_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.338731,TRUE,19.78453099
max_sst_temp_lag5_scaled,+,age.max_ocean_scaled,3420.34678,TRUE,19.79257984
max_sst_temp_change_abs_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.357967,TRUE,19.80376685
seas_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled,3420.36452,TRUE,19.81031923
min_sst_temp_scaled,*,length.max_ocean_scaled,3420.365076,TRUE,19.810876
seas_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.367403,TRUE,19.81320223
seas_sst_temp_lag10_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.372691,TRUE,19.81849099
min_sbt_temp_change_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.372714,TRUE,19.81851338
seas_sbt_temp_lag10_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3420.37438,TRUE,19.8201791
seas_sbt_temp_change_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.3785,TRUE,19.82429959
min_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.378544,TRUE,19.82434373
min_sst_temp_change_lag3_scaled,+,age.maturity_ocean_scaled,3420.380986,TRUE,19.8267851
seas_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.381443,TRUE,19.8272428
seas_sst_temp_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.389581,TRUE,19.83538008
max_sbt_temp_change_abs_lag4_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3420.395922,TRUE,19.84172112
seas_sbt_temp_lag10_scaled,*,length.max_ocean_scaled,3420.399964,TRUE,19.84576375
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled,3420.406595,TRUE,19.85239407
min_sbt_temp_lag5_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3420.412249,TRUE,19.85804807
seas_sst_temp_lag8_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.415732,TRUE,19.86153176
seas_sbt_temp_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3420.416652,TRUE,19.86245147
seas_sbt_temp_lag3_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.417787,TRUE,19.8635864
seas_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3420.421847,TRUE,19.86764606
seas_sst_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3420.421847,TRUE,19.86764606
seas_sbt_temp_change_lag9_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.423198,TRUE,19.86899764
seas_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled,3420.425252,TRUE,19.87105154
min_sbt_temp_change_abs_lag1_scaled,*,age.maturity_ocean_scaled,3420.429226,TRUE,19.87502557
max_sst_temp_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.433934,TRUE,19.87973305
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.434032,TRUE,19.87983126
max_sbt_temp_scaled,*,length.max_ocean_scaled,3420.438259,TRUE,19.88405888
max_sst_temp_change_abs_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.439252,TRUE,19.88505165
min_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled,3420.44059,TRUE,19.88638987
seas_sst_temp_lag7_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.441926,TRUE,19.88772556
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled,3420.443923,TRUE,19.88972247
seas_sbt_temp_change_lag3_scaled,*,age.maturity_ocean_scaled,3420.449464,TRUE,19.89526363
seas_sbt_temp_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.449945,TRUE,19.89574431
seas_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.458509,TRUE,19.90430878
max_sst_temp_change_abs_lag6_scaled,+,age.maturity_ocean_scaled,3420.471179,TRUE,19.91697878
seas_sbt_temp_lag3_scaled,*,length.max_ocean_scaled,3420.493307,TRUE,19.9391063
min_sbt_temp_change_abs_lag1_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.497991,TRUE,19.94379061
seas_sst_temp_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.498075,TRUE,19.94387431
max_sst_temp_change_abs_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.499842,TRUE,19.94564182
seas_sbt_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.500159,TRUE,19.9459588
seas_sbt_temp_lag5_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.502936,TRUE,19.94873548
max_sbt_temp_lag9_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.504856,TRUE,19.95065529
seas_sst_temp_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.506268,TRUE,19.95206755
min_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled,3420.535681,TRUE,19.98148084
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.542793,TRUE,19.9885929
seas_sst_temp_lag8_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3420.544276,TRUE,19.99007562
seas_sbt_temp_change_abs_lag4_scaled,*,age.maturity_ocean_scaled,3420.547316,TRUE,19.99311593
max_sst_temp_change_abs_lag1_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3420.559069,TRUE,20.00486809
seas_sbt_temp_change_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3420.559124,TRUE,20.00492366
seas_sbt_temp_change_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3420.559124,TRUE,20.00492366
max_sbt_temp_change_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.569445,TRUE,20.0152443
seas_sbt_temp_change_lag9_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.570868,TRUE,20.01666767
seas_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.580946,TRUE,20.02674569
seas_sbt_temp_lag2_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3420.587069,TRUE,20.0328689
min_sst_temp_change_lag3_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.590796,TRUE,20.03659506
min_sst_temp_change_lag3_scaled,*,age.maturity_ocean_scaled,3420.596706,TRUE,20.04250584
seas_sst_temp_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.600931,TRUE,20.04673089
seas_sst_temp_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3420.610967,TRUE,20.05676685
min_sst_temp_lag6_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.614503,TRUE,20.06030206
seas_sbt_temp_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.618712,TRUE,20.06451118
seas_sst_temp_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3420.621611,TRUE,20.0674108
seas_sst_temp_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3420.621611,TRUE,20.0674108
max_sbt_temp_lag9_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3420.625323,TRUE,20.07112229
min_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.62592,TRUE,20.07171965
min_sst_temp_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.634736,TRUE,20.08053534
min_sbt_temp_scaled,*,length.max_ocean_scaled,3420.636535,TRUE,20.08233408
seas_sbt_temp_change_lag3_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.646535,TRUE,20.09233455
max_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled,3420.656218,TRUE,20.10201729
seas_sst_temp_lag9_scaled,*,age.max_ocean_scaled,3420.659282,TRUE,20.10508151
max_sst_temp_lag3_scaled,+,age.max_ocean_scaled,3420.668637,TRUE,20.11443616
seas_sst_temp_lag10_scaled,*,tl_ocean_scaled,3420.687134,TRUE,20.13293404
max_sst_temp_change_abs_lag6_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.692913,TRUE,20.13871289
seas_sst_temp_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.69822,TRUE,20.14401968
max_sst_temp_change_lag6_scaled,+,age.maturity_ocean_scaled,3420.700552,TRUE,20.14635125
max_sst_temp_lag8_scaled,+,length.max_ocean_scaled,3420.71449,TRUE,20.16028945
min_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.714708,TRUE,20.16050728
min_sbt_temp_change_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.717599,TRUE,20.163399
min_sst_temp_change_lag3_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3420.721053,TRUE,20.1668524
min_sst_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.729122,TRUE,20.17492204
max_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.730839,TRUE,20.17663822
seas_sbt_temp_lag8_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.732371,TRUE,20.17817022
seas_sbt_temp_change_abs_lag4_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.738437,TRUE,20.18423653
max_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.743335,TRUE,20.1891347
min_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled,3420.744755,TRUE,20.19055472
min_sst_temp_change_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3420.753103,TRUE,20.19890216
min_sst_temp_change_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3420.753103,TRUE,20.19890216
seas_sbt_temp_change_abs_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.753892,TRUE,20.19969128
min_sbt_temp_lag7_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3420.757597,TRUE,20.20339697
min_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3420.761412,TRUE,20.20721166
seas_sst_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled,3420.763842,TRUE,20.20964106
seas_sbt_temp_change_abs_lag3_scaled,*,age.maturity_ocean_scaled,3420.76515,TRUE,20.21094997
min_sst_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled,3420.787051,TRUE,20.23285085
min_sbt_temp_change_lag3_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3420.789331,TRUE,20.23513095
seas_sbt_temp_change_abs_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.791753,TRUE,20.23755232
max_sst_temp_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.800547,TRUE,20.24634681
seas_sst_temp_lag3_scaled,*,tl_ocean_scaled,3420.800878,TRUE,20.24667744
seas_sst_temp_lag9_scaled,+,age.maturity_ocean_scaled,3420.805775,TRUE,20.25157432
seas_sbt_temp_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.806723,TRUE,20.25252281
seas_sst_temp_lag1_scaled,*,age.max_ocean_scaled,3420.808406,TRUE,20.25420573
min_sst_temp_change_lag3_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.810947,TRUE,20.25674699
seas_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.816642,TRUE,20.26244193
min_sst_temp_lag4_scaled,*,length.max_ocean_scaled,3420.823764,TRUE,20.2695631
min_sbt_temp_change_lag2_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.824078,TRUE,20.26987745
min_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.842456,TRUE,20.28825577
seas_sbt_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled,3420.842542,TRUE,20.28834137
seas_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.848693,TRUE,20.29449246
max_sst_temp_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.849192,TRUE,20.29499195
min_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled,3420.851285,TRUE,20.29708453
min_sst_temp_change_lag2_scaled,+,length.max_ocean_scaled,3420.856192,TRUE,20.30199154
seas_sbt_temp_change_lag9_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.85837,TRUE,20.30416946
min_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled,3420.864838,TRUE,20.31063741
max_sst_temp_change_abs_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3420.866707,TRUE,20.31250659
max_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3420.866707,TRUE,20.31250659
seas_sst_temp_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.872362,TRUE,20.31816132
min_sbt_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled,3420.879921,TRUE,20.32572008
max_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3420.881954,TRUE,20.32775391
min_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.885578,TRUE,20.33137736
max_sst_temp_change_abs_scaled,+,age.max_ocean_scaled,3420.888761,TRUE,20.33456105
max_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled,3420.889976,TRUE,20.33577589
min_sst_temp_lag8_scaled,+,age.max_ocean_scaled,3420.892535,TRUE,20.33833416
seas_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.899015,TRUE,20.34481502
max_sst_temp_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.899175,TRUE,20.34497469
min_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.90194,TRUE,20.34773908
seas_sst_temp_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.903757,TRUE,20.34955638
max_sst_temp_change_lag6_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3420.908481,TRUE,20.35428017
seas_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.909569,TRUE,20.35536872
min_sst_temp_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.925906,TRUE,20.37170599
max_sbt_temp_change_abs_lag9_scaled,*,length.max_ocean_scaled,3420.927383,TRUE,20.37318251
min_sbt_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.92887,TRUE,20.37466948
min_sst_temp_change_lag2_scaled,+,tl_ocean_scaled,3420.934024,TRUE,20.37982319
max_sst_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled,3420.935721,TRUE,20.38152103
min_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.935896,TRUE,20.38169506
seas_sbt_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.938021,TRUE,20.38382076
min_sst_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.938274,TRUE,20.38407332
max_sst_temp_change_abs_lag1_scaled,+,age.maturity_ocean_scaled,3420.94208,TRUE,20.38787939
seas_sst_temp_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.94262,TRUE,20.38841981
min_sbt_temp_change_lag9_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3420.943029,TRUE,20.38882896
max_sst_temp_lag4_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.955113,TRUE,20.40091266
max_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.955642,TRUE,20.40144137
max_sbt_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.963397,TRUE,20.40919694
seas_sst_temp_lag3_scaled,*,length.max_ocean_scaled,3420.970988,TRUE,20.41678738
seas_sbt_temp_change_abs_lag3_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3420.979725,TRUE,20.42552483
seas_sst_temp_lag10_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3420.983679,TRUE,20.42947828
max_sst_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3420.992488,TRUE,20.43828731
seas_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3420.99531,TRUE,20.44110938
seas_sst_temp_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3420.995666,TRUE,20.44146525
max_sst_temp_change_abs_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3420.996807,TRUE,20.44260681
min_sbt_temp_change_lag3_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.001759,TRUE,20.44755886
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3421.005325,TRUE,20.45112467
seas_sbt_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled,3421.008242,TRUE,20.4540412
seas_sst_temp_lag10_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3421.008808,TRUE,20.45460754
seas_sbt_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.019724,TRUE,20.46552345
max_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.021404,TRUE,20.4672037
max_sst_temp_scaled,*,tl_ocean_scaled,3421.040302,TRUE,20.48610169
min_sst_temp_scaled,*,length.max_ocean_scaled + tl_ocean_scaled,3421.040676,TRUE,20.48647526
max_sst_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.042711,TRUE,20.48851028
seas_sst_temp_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3421.052326,TRUE,20.49812514
max_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled,3421.052676,TRUE,20.49847579
seas_sst_temp_change_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3421.061933,TRUE,20.50773297
seas_sst_temp_lag9_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.065776,TRUE,20.51157572
seas_sst_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.067782,TRUE,20.5135816
max_sst_temp_lag5_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3421.071303,TRUE,20.51710246
max_sst_temp_change_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3421.078536,TRUE,20.52433535
max_sst_temp_change_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3421.078536,TRUE,20.52433535
seas_sst_temp_lag3_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3421.086288,TRUE,20.53208777
max_sst_temp_lag1_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3421.096614,TRUE,20.54241328
max_sst_temp_change_abs_scaled,*,age.max_ocean_scaled,3421.101587,TRUE,20.5473862
min_sst_temp_lag5_scaled,*,length.max_ocean_scaled,3421.10657,TRUE,20.55236929
max_sst_temp_lag8_scaled,+,tl_ocean_scaled,3421.128141,TRUE,20.57394077
min_sbt_temp_change_abs_lag1_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3421.134274,TRUE,20.58007311
min_sst_temp_change_abs_lag2_scaled,+,age.maturity_ocean_scaled,3421.13916,TRUE,20.58495919
min_sbt_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3421.143527,TRUE,20.58932635
max_sst_temp_change_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.144251,TRUE,20.59005066
max_sst_temp_scaled,*,tl_ocean_scaled + length.max_ocean_scaled,3421.149002,TRUE,20.59480122
max_sst_temp_change_abs_lag1_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3421.164263,TRUE,20.61006234
min_sst_temp_lag7_scaled,+,age.max_ocean_scaled,3421.165933,TRUE,20.61173282
max_sst_temp_lag2_scaled,+,age.maturity_ocean_scaled,3421.175767,TRUE,20.6215663
seas_sbt_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled,3421.180369,TRUE,20.62616838
max_sst_temp_change_abs_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3421.181634,TRUE,20.62743405
seas_sbt_temp_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3421.184581,TRUE,20.63038025
0,+,age.max_ocean_scaled,3421.199548,TRUE,20.6453477
seas_sst_temp_change_lag6_scaled,*,age.max_ocean_scaled,3421.202033,TRUE,20.64783256
min_sst_temp_change_abs_lag2_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3421.205893,TRUE,20.65169288
min_sst_temp_change_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3421.20632,TRUE,20.65211961
max_sbt_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3421.206903,TRUE,20.65270238
min_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled,3421.210631,TRUE,20.65643087
seas_sst_temp_lag4_scaled,+,age.maturity_ocean_scaled,3421.215477,TRUE,20.6612763
seas_sst_temp_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3421.222968,TRUE,20.66876716
seas_sst_temp_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3421.222968,TRUE,20.66876716
max_sbt_temp_lag10_scaled,+,age.max_ocean_scaled,3421.223218,TRUE,20.66901789
max_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3421.22536,TRUE,20.67115918
max_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.231423,TRUE,20.67722221
seas_sbt_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3421.239314,TRUE,20.6851134
