temp_variable,sign,trait_variable,AICc,converge,DeltaAIC
min_sst_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.383992,TRUE,18.82664963
min_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.383992,TRUE,18.82664963
seas_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.384797,TRUE,18.82745464
min_sst_temp_change_abs_lag5_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.394904,TRUE,18.8375618
seas_sst_temp_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.397846,TRUE,18.84050417
min_sst_temp_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.399825,TRUE,18.84248337
seas_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.410523,TRUE,18.8531815
min_sbt_temp_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.413547,TRUE,18.85620463
seas_sbt_temp_lag3_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.426257,TRUE,18.86891536
seas_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled,3666.431213,TRUE,18.87387063
max_sst_temp_change_abs_lag8_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.431626,TRUE,18.87428454
min_sst_temp_lag9_scaled,*,age.maturity_ocean_scaled,3666.43679,TRUE,18.87944847
seas_sbt_temp_change_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.439771,TRUE,18.8824291
min_sst_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.439931,TRUE,18.88258863
seas_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled,3666.442728,TRUE,18.88538636
seas_sst_temp_lag8_scaled,+,age.maturity_ocean_scaled,3666.443311,TRUE,18.88596873
max_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.450511,TRUE,18.89316857
max_sbt_temp_lag10_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.450511,TRUE,18.89316857
min_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.453928,TRUE,18.89658614
max_sbt_temp_change_abs_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.460206,TRUE,18.9028643
max_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.460206,TRUE,18.9028643
seas_sst_temp_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.461315,TRUE,18.90397322
min_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.461451,TRUE,18.90410904
max_sst_temp_lag5_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3666.462549,TRUE,18.90520677
seas_sst_temp_change_lag5_scaled,+,age.max_ocean_scaled,3666.483631,TRUE,18.92628911
min_sst_temp_change_lag1_scaled,*,age.max_ocean_scaled,3666.489392,TRUE,18.9320498
seas_sbt_temp_lag5_scaled,+,age.max_ocean_scaled,3666.495705,TRUE,18.93836335
seas_sbt_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled,3666.497681,TRUE,18.94033952
max_sst_temp_change_lag7_scaled,+,age.max_ocean_scaled,3666.500772,TRUE,18.94342958
min_sbt_temp_lag2_scaled,+,age.max_ocean_scaled,3666.502732,TRUE,18.94539044
seas_sbt_temp_lag7_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.503315,TRUE,18.94597261
max_sbt_temp_lag6_scaled,*,length.max_ocean_scaled,3666.506379,TRUE,18.94903685
seas_sbt_temp_change_abs_lag2_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.507208,TRUE,18.94986649
min_sbt_temp_lag9_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3666.510541,TRUE,18.95319919
max_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.512935,TRUE,18.95559271
max_sst_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3666.52844,TRUE,18.97109847
seas_sbt_temp_lag2_scaled,+,age.max_ocean_scaled,3666.542329,TRUE,18.98498725
min_sst_temp_change_abs_lag3_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.545812,TRUE,18.98847006
min_sbt_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3666.551922,TRUE,18.99457991
max_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.552794,TRUE,18.99545158
max_sbt_temp_lag1_scaled,+,age.max_ocean_scaled,3666.555207,TRUE,18.99786499
min_sst_temp_lag10_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.557657,TRUE,19.00031511
seas_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.558056,TRUE,19.00071393
min_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3666.574683,TRUE,19.01734132
seas_sst_temp_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.586944,TRUE,19.0296017
max_sst_temp_lag9_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3666.591052,TRUE,19.03371028
min_sbt_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled,3666.596479,TRUE,19.03913677
seas_sbt_temp_change_lag7_scaled,*,age.max_ocean_scaled,3666.599604,TRUE,19.04226247
min_sbt_temp_lag3_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3666.600419,TRUE,19.04307702
max_sst_temp_lag9_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3666.602926,TRUE,19.04558394
min_sst_temp_change_lag1_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.60698,TRUE,19.04963827
seas_sbt_temp_change_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.607173,TRUE,19.04983114
seas_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.607173,TRUE,19.04983114
max_sbt_temp_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.619157,TRUE,19.06181533
seas_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.620148,TRUE,19.06280613
seas_sbt_temp_change_lag6_scaled,+,age.max_ocean_scaled,3666.629841,TRUE,19.07249885
max_sbt_temp_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.632211,TRUE,19.07486943
max_sbt_temp_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.632211,TRUE,19.07486943
max_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled,3666.634966,TRUE,19.07762452
max_sbt_temp_change_lag5_scaled,*,age.max_ocean_scaled,3666.639444,TRUE,19.08210196
max_sst_temp_change_lag5_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.64551,TRUE,19.08816772
seas_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.647848,TRUE,19.09050641
seas_sbt_temp_change_abs_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.647848,TRUE,19.09050641
seas_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.651513,TRUE,19.09417137
min_sst_temp_change_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.67533,TRUE,19.11798785
seas_sst_temp_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.679765,TRUE,19.1224228
min_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.682585,TRUE,19.1252429
seas_sst_temp_change_abs_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.683241,TRUE,19.12589928
seas_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.686917,TRUE,19.12957512
min_sbt_temp_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.687916,TRUE,19.13057445
min_sbt_temp_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.687916,TRUE,19.13057445
seas_sst_temp_change_lag9_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.716764,TRUE,19.15942181
min_sbt_temp_change_lag2_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.727694,TRUE,19.17035216
min_sst_temp_lag9_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3666.731633,TRUE,19.1742907
max_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled,3666.736993,TRUE,19.17965082
max_sst_temp_change_lag5_scaled,+,age.max_ocean_scaled,3666.738979,TRUE,19.18163707
max_sst_temp_lag5_scaled,+,age.maturity_ocean_scaled,3666.741312,TRUE,19.18396989
min_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled,3666.744037,TRUE,19.18669484
max_sst_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.745483,TRUE,19.18814089
seas_sst_temp_lag8_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3666.74596,TRUE,19.18861833
seas_sbt_temp_scaled,+,age.max_ocean_scaled,3666.758249,TRUE,19.20090677
min_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.760905,TRUE,19.20356268
min_sbt_temp_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.760905,TRUE,19.20356268
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.762174,TRUE,19.20483235
min_sst_temp_change_abs_lag3_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.763196,TRUE,19.2058544
seas_sst_temp_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3666.767506,TRUE,19.21016425
seas_sbt_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.785731,TRUE,19.22838883
max_sbt_temp_lag3_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.789796,TRUE,19.23245401
max_sbt_temp_change_abs_lag4_scaled,+,age.max_ocean_scaled,3666.793746,TRUE,19.2364041
min_sbt_temp_lag7_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3666.794432,TRUE,19.2370897
seas_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.80912,TRUE,19.25177824
min_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.816996,TRUE,19.25965428
min_sbt_temp_change_abs_lag8_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.829278,TRUE,19.27193583
max_sst_temp_change_lag8_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3666.829982,TRUE,19.27264047
seas_sst_temp_lag1_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3666.831712,TRUE,19.27436956
seas_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.832193,TRUE,19.27485086
min_sst_temp_lag7_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.83325,TRUE,19.27590757
seas_sst_temp_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.835379,TRUE,19.27803724
max_sbt_temp_change_abs_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.835487,TRUE,19.27814553
min_sbt_temp_lag5_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.841713,TRUE,19.28437135
max_sbt_temp_lag1_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.85076,TRUE,19.2934181
max_sbt_temp_change_abs_lag3_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3666.850851,TRUE,19.29350865
max_sbt_temp_scaled,+,age.max_ocean_scaled,3666.8516,TRUE,19.29425851
max_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.856242,TRUE,19.2988998
min_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled,3666.863048,TRUE,19.30570585
min_sbt_temp_change_lag2_scaled,+,age.max_ocean_scaled,3666.863949,TRUE,19.3066074
seas_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.878419,TRUE,19.32107728
seas_sst_temp_change_abs_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.879405,TRUE,19.32206306
seas_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.879405,TRUE,19.32206306
min_sst_temp_lag6_scaled,+,age.max_ocean_scaled,3666.880457,TRUE,19.32311518
seas_sst_temp_change_abs_lag7_scaled,+,age.max_ocean_scaled,3666.885762,TRUE,19.32842036
min_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.887892,TRUE,19.3305496
min_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.889743,TRUE,19.3324012
min_sbt_temp_lag8_scaled,+,age.max_ocean_scaled,3666.899958,TRUE,19.34261643
max_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.901403,TRUE,19.34406089
max_sbt_temp_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.901403,TRUE,19.34406089
seas_sst_temp_lag8_scaled,*,tl_ocean_scaled + age.maturity_ocean_scaled,3666.921388,TRUE,19.36404597
seas_sbt_temp_lag5_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.930433,TRUE,19.37309132
min_sst_temp_change_lag2_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.934294,TRUE,19.37695246
max_sst_temp_lag2_scaled,*,age.maturity_ocean_scaled,3666.941108,TRUE,19.38376622
seas_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled,3666.943157,TRUE,19.38581497
min_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.945238,TRUE,19.38789653
min_sst_temp_lag10_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3666.950443,TRUE,19.39310132
min_sst_temp_lag10_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3666.950443,TRUE,19.39310132
min_sbt_temp_change_abs_lag5_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3666.957063,TRUE,19.39972096
max_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.961596,TRUE,19.40425434
min_sbt_temp_change_lag8_scaled,*,age.max_ocean_scaled,3666.964237,TRUE,19.40689554
min_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3666.964818,TRUE,19.40747609
max_sst_temp_lag4_scaled,*,age.maturity_ocean_scaled,3666.965769,TRUE,19.40842708
min_sst_temp_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.969261,TRUE,19.41191938
seas_sbt_temp_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.973624,TRUE,19.41628231
max_sbt_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.973777,TRUE,19.41643551
seas_sbt_temp_lag10_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3666.976926,TRUE,19.4195838
seas_sbt_temp_change_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.977686,TRUE,19.4203445
seas_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.981197,TRUE,19.4238549
seas_sst_temp_lag4_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3666.981859,TRUE,19.42451698
max_sbt_temp_change_abs_lag6_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3666.991343,TRUE,19.43400126
max_sbt_temp_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3666.999918,TRUE,19.44257627
min_sbt_temp_change_abs_lag1_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3667.005162,TRUE,19.4478203
min_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled,3667.006774,TRUE,19.44943162
seas_sbt_temp_change_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3667.01223,TRUE,19.45488837
max_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.012487,TRUE,19.45514464
min_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.018516,TRUE,19.46117419
seas_sst_temp_change_abs_lag8_scaled,+,age.max_ocean_scaled,3667.028726,TRUE,19.47138413
seas_sst_temp_lag4_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3667.035644,TRUE,19.47830229
seas_sbt_temp_lag3_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3667.048767,TRUE,19.49142479
max_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled,3667.063047,TRUE,19.50570458
min_sst_temp_change_abs_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3667.071579,TRUE,19.51423737
min_sbt_temp_lag1_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.072056,TRUE,19.51471388
max_sbt_temp_change_abs_lag2_scaled,*,age.max_ocean_scaled,3667.077176,TRUE,19.51983358
max_sbt_temp_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.077347,TRUE,19.52000504
max_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.079067,TRUE,19.52172538
min_sbt_temp_change_lag6_scaled,+,age.max_ocean_scaled,3667.082872,TRUE,19.52552998
0,+,age.max_ocean_scaled + tl_ocean_scaled,3667.084107,TRUE,19.52676523
min_sst_temp_change_lag2_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3667.091983,TRUE,19.53464067
min_sbt_temp_change_abs_lag4_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3667.09389,TRUE,19.53654842
seas_sbt_temp_lag9_scaled,+,age.max_ocean_scaled,3667.103745,TRUE,19.54640285
min_sbt_temp_change_abs_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3667.106695,TRUE,19.54935317
min_sbt_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.10722,TRUE,19.54987784
min_sbt_temp_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3667.111958,TRUE,19.55461556
max_sst_temp_change_abs_lag6_scaled,*,age.max_ocean_scaled,3667.114807,TRUE,19.55746543
max_sbt_temp_change_abs_lag7_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3667.124275,TRUE,19.56693308
min_sbt_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.141366,TRUE,19.58402425
min_sbt_temp_change_abs_lag9_scaled,*,age.max_ocean_scaled + tl_ocean_scaled,3667.142085,TRUE,19.58474283
seas_sbt_temp_change_lag6_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3667.143214,TRUE,19.58587164
min_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.143418,TRUE,19.58607555
min_sbt_temp_change_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.144628,TRUE,19.58728575
min_sst_temp_change_lag6_scaled,+,age.max_ocean_scaled,3667.14618,TRUE,19.58883838
max_sst_temp_lag3_scaled,+,age.maturity_ocean_scaled,3667.165534,TRUE,19.60819241
max_sbt_temp_change_abs_lag5_scaled,*,age.max_ocean_scaled,3667.168769,TRUE,19.61142745
max_sbt_temp_lag3_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.171738,TRUE,19.6143965
max_sbt_temp_lag3_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.171738,TRUE,19.6143965
min_sbt_temp_change_abs_lag1_scaled,+,age.max_ocean_scaled,3667.177469,TRUE,19.62012674
max_sbt_temp_lag2_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3667.179034,TRUE,19.62169215
max_sst_temp_lag6_scaled,*,age.maturity_ocean_scaled,3667.186348,TRUE,19.62900588
min_sbt_temp_change_lag3_scaled,+,age.max_ocean_scaled,3667.196443,TRUE,19.63910063
max_sbt_temp_change_abs_lag2_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.205634,TRUE,19.64829173
min_sst_temp_lag4_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.215137,TRUE,19.6577953
min_sbt_temp_change_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3667.216454,TRUE,19.65911177
min_sst_temp_lag7_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.220114,TRUE,19.66277157
min_sst_temp_lag7_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.220114,TRUE,19.66277157
min_sst_temp_change_abs_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3667.223232,TRUE,19.66588965
max_sst_temp_change_lag4_scaled,+,age.max_ocean_scaled,3667.224377,TRUE,19.6670348
seas_sst_temp_change_abs_lag3_scaled,+,age.max_ocean_scaled,3667.225864,TRUE,19.66852226
seas_sst_temp_change_lag1_scaled,+,age.max_ocean_scaled,3667.226497,TRUE,19.66915472
min_sbt_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.230207,TRUE,19.67286544
min_sst_temp_lag4_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3667.230413,TRUE,19.67307089
max_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.230516,TRUE,19.67317434
max_sst_temp_change_abs_lag9_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.230516,TRUE,19.67317434
max_sbt_temp_lag6_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.234896,TRUE,19.67755446
max_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.234896,TRUE,19.67755446
max_sbt_temp_lag8_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3667.246282,TRUE,19.68894006
min_sst_temp_change_lag8_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3667.2528,TRUE,19.69545812
min_sbt_temp_change_abs_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.26234,TRUE,19.70499763
min_sbt_temp_change_abs_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.26234,TRUE,19.70499763
max_sst_temp_lag5_scaled,+,age.maturity_ocean_scaled + tl_ocean_scaled,3667.265059,TRUE,19.70771719
min_sst_temp_lag3_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.270686,TRUE,19.71334377
seas_sbt_temp_change_lag1_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3667.273347,TRUE,19.71600539
min_sbt_temp_lag8_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3667.300262,TRUE,19.74291985
max_sst_temp_change_lag2_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.301559,TRUE,19.74421715
max_sst_temp_change_lag2_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.301559,TRUE,19.74421715
seas_sst_temp_change_lag9_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.308644,TRUE,19.75130254
max_sst_temp_lag2_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3667.310259,TRUE,19.75291723
seas_sst_temp_change_lag6_scaled,+,age.max_ocean_scaled,3667.310985,TRUE,19.75364338
seas_sst_temp_lag5_scaled,*,length.max_ocean_scaled + age.maturity_ocean_scaled,3667.31598,TRUE,19.75863807
min_sst_temp_lag9_scaled,*,length.max_ocean_scaled,3667.318973,TRUE,19.76163134
min_sst_temp_lag1_scaled,+,age.max_ocean_scaled,3667.320861,TRUE,19.76351919
min_sst_temp_change_lag8_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3667.320861,TRUE,19.76351931
seas_sst_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled,3667.323292,TRUE,19.76595028
min_sbt_temp_lag5_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.325874,TRUE,19.76853209
min_sbt_temp_lag5_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.325874,TRUE,19.76853209
seas_sst_temp_lag5_scaled,*,age.maturity_ocean_scaled + length.max_ocean_scaled,3667.325889,TRUE,19.76854683
min_sbt_temp_change_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.328195,TRUE,19.77085345
seas_sst_temp_lag7_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.334743,TRUE,19.77740091
min_sbt_temp_lag10_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.33634,TRUE,19.77899818
min_sbt_temp_lag10_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.33634,TRUE,19.77899818
max_sst_temp_change_abs_lag8_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.338611,TRUE,19.78126864
min_sbt_temp_lag4_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.347762,TRUE,19.79042027
min_sst_temp_change_abs_lag9_scaled,+,age.max_ocean_scaled,3667.352096,TRUE,19.79475408
seas_sst_temp_lag9_scaled,*,age.max_ocean_scaled,3667.352502,TRUE,19.79515998
seas_sbt_temp_change_abs_lag4_scaled,*,age.maturity_ocean_scaled + age.max_ocean_scaled,3667.359449,TRUE,19.80210667
seas_sbt_temp_change_lag1_scaled,+,age.max_ocean_scaled,3667.360269,TRUE,19.80292732
seas_sbt_temp_lag9_scaled,*,length.max_ocean_scaled + age.max_ocean_scaled,3667.362113,TRUE,19.80477067
max_sst_temp_change_lag4_scaled,*,age.max_ocean_scaled,3667.363827,TRUE,19.80648457
min_sbt_temp_change_lag8_scaled,+,length.max_ocean_scaled + age.max_ocean_scaled,3667.364663,TRUE,19.8073211
min_sbt_temp_change_lag8_scaled,+,age.max_ocean_scaled + length.max_ocean_scaled,3667.364663,TRUE,19.8073211
min_sbt_temp_change_abs_lag7_scaled,*,age.max_ocean_scaled + length.max_ocean_scaled,3667.376153,TRUE,19.81881075
max_sbt_temp_change_abs_lag6_scaled,*,tl_ocean_scaled + age.max_ocean_scaled,3667.378593,TRUE,19.82125055
seas_sbt_temp_lag3_scaled,+,age.max_ocean_scaled,3667.382642,TRUE,19.82529958
max_sst_temp_change_abs_lag6_scaled,+,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.385215,TRUE,19.8278732
max_sst_temp_lag8_scaled,*,age.maturity_ocean_scaled,3667.386186,TRUE,19.82884444
min_sbt_temp_lag6_scaled,+,age.max_ocean_scaled + tl_ocean_scaled,3667.387352,TRUE,19.83001009
max_sst_temp_lag4_scaled,*,age.maturity_ocean_scaled + tl_ocean_scaled,3667.392583,TRUE,19.83524149
seas_sbt_temp_change_abs_scaled,+,age.max_ocean_scaled,3667.394205,TRUE,19.83686329
min_sst_temp_change_lag7_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.397334,TRUE,19.83999253
seas_sbt_temp_change_lag4_scaled,+,age.max_ocean_scaled,3667.399225,TRUE,19.84188308
seas_sst_temp_lag1_scaled,*,age.max_ocean_scaled + age.maturity_ocean_scaled,3667.399478,TRUE,19.84213592
