variable,coef,p_value,conditional_R2,marginal_R2,AICc,deltaAICc,rel_likelihood,akaike_weight
max_sbt_temp_change_lag5_scaled,-0.00843733793665553,0.809576397891012,0.155009367793973,5.83297450977347e-06,5614.46270261039,18.894307267723,7.89138636520606e-05,5.97706854244416e-05
max_sbt_temp_change_lag6_scaled,0.0144100999062836,0.695492231727912,0.155779088921391,1.52810800460766e-05,5614.34784972303,18.7794543803611,8.35782540958854e-05,6.33035730694295e-05
max_sbt_temp_change_lag7_scaled,0.0524845137643288,0.134878016594397,0.154917894099231,0.000223055970211449,5612.2593227011,16.6909273584315,0.000237471324858754,0.000179864768984573
max_sbt_temp_change_lag8_scaled,-0.0775988000076345,0.0280646701158757,0.155070309370435,0.000491112572589114,5609.61304642963,14.0446510869579,0.000891749277902471,0.000675425877029526
max_sbt_temp_change_lag9_scaled,0.00779851099436974,0.862842138453022,0.154205077474283,2.97789779597684e-06,5614.58521100284,19.0168156601676,7.42251267193034e-05,5.62193573399185e-05
min_sbt_temp_change_lag1_scaled,-0.035795764467976,0.363686073983318,0.155911929885671,0.000101636405800503,5613.69221584517,18.1238205024947,0.000116001173416759,8.78612365975337e-05
min_sbt_temp_change_lag2_scaled,-0.00494614904106819,0.90114240956749,0.154458020862229,1.85946262631957e-06,5614.53596406817,18.9675687254958,7.60754944459994e-05,5.76208569268544e-05
min_sbt_temp_change_lag3_scaled,0.00917979719511919,0.814738468956491,0.155407684611575,6.52987392743834e-06,5614.45844710383,18.8900517611573,7.90819516459809e-05,5.98979980935124e-05
min_sbt_temp_change_lag4_scaled,-0.0127559678283891,0.747474030558461,0.15475520115365,1.25513954936791e-05,5614.44580658425,18.877411241574,7.9583352949397e-05,6.02777678600775e-05
min_sbt_temp_change_lag5_scaled,0.0227179139092609,0.567493978497656,0.154543651407472,3.91701384663864e-05,5614.18441959708,18.6160242544092,9.06946555364841e-05,6.86936550166965e-05
min_sbt_temp_change_lag6_scaled,0.0373357664138321,0.33856170680722,0.154256170489969,0.00011023311354416,5613.62093014102,18.0525347983466,0.000120210354076046,9.10493407079868e-05
min_sbt_temp_change_lag7_scaled,-0.0332203472457535,0.391736517721095,0.156190266239057,8.71888374549022e-05,5613.87307306358,18.3046777209092,0.000105971659749356,8.02647145337098e-05
min_sbt_temp_change_lag8_scaled,0.00681399443370684,0.859310086212207,0.156082060289573,3.67762720348239e-06,5614.48378756704,18.9153922243668,7.8086285980045e-05,5.91438641992582e-05
min_sbt_temp_change_lag9_scaled,-0.0392288555757755,0.311059337292351,0.154451105440123,0.000123686805662992,5613.61112595668,18.0427306140073,0.000120801083032414,9.14967687388567e-05
seas_sbt_temp_change_lag1_scaled,0.00886738271338682,0.817208990855953,0.153839480736807,5.75416478239633e-06,5614.46306167549,18.8946663328143,7.88996973169297e-05,5.97599556043372e-05
seas_sbt_temp_change_lag2_scaled,0.0231834204626388,0.544037097977612,0.154914165225587,4.01032238621323e-05,5614.37742371511,18.809028372435,8.23514753236037e-05,6.23743902276574e-05
seas_sbt_temp_change_lag3_scaled,0.00904916020800741,0.807396298667631,0.156118629594361,6.39432078649038e-06,5614.46541557228,18.8970202296068,7.88068910695007e-05,5.9689662594164e-05
seas_sbt_temp_change_lag4_scaled,-0.0129481267241798,0.728552075344492,0.153746958027698,1.31408185766279e-05,5614.51710715877,18.9487118161023,7.67961608454891e-05,5.81667017590095e-05
seas_sbt_temp_change_lag5_scaled,-0.0230388089538037,0.543179443406425,0.155117481297762,4.06895000991743e-05,5614.48380711298,18.9154117703038,7.80855228489612e-05,5.91432861909611e-05
seas_sbt_temp_change_lag6_scaled,-0.0154494353658291,0.677428505392494,0.157480163286029,1.89297218428676e-05,5614.55693838729,18.988543044622,7.52818474221839e-05,5.70197353443696e-05
seas_sbt_temp_change_lag7_scaled,0.0622725885260343,0.0906830828340056,0.153085503232571,0.000318077193725314,5611.6616172521,16.0932219094275,0.00032018520796235,0.000242513652950223
