variable,coef,p_value,conditional_R2,marginal_R2,AICc,deltaAICc,rel_likelihood,akaike_weight
seas_sbt_temp_change_lag8_scaled,-0.061417067534996,0.0922828951316254,0.154479519362728,0.000302725674511149,5611.62399230745,16.055596964773,0.000326265698529634,0.000247119118607383
seas_sbt_temp_change_lag9_scaled,0.0357443147316187,0.389414138235414,0.153983368049029,8.1628160182306e-05,5613.79431181486,18.2259164721918,0.000110228151446623,8.34886528187595e-05
max_sbt_temp_change_abs_scaled,0.0910286739919238,0.0185003456023259,0.154866029008047,0.000559521239733334,5608.98691151012,13.4185161674486,0.00121956860683395,0.000923721741391295
min_sbt_temp_change_abs_scaled,0.0804792693986084,0.111653790251876,0.159571476096309,0.000480157784287811,5612.07624561739,16.5078502747137,0.000260235091514516,0.000197106428090963
seas_sbt_temp_change_abs_scaled,0.00285464965963819,0.946391605487238,0.153475258412176,6.04869063071645e-07,5614.62944226396,19.0610469212925,7.26016099582278e-05,5.49896784835465e-05
max_sbt_temp_change_abs_lag1_scaled,0.0488717090872706,0.221023598799753,0.15621815118095,0.000153146525444274,5613.08407158319,17.515676240514,0.00015722414112583,0.000119084204542235
max_sbt_temp_change_abs_lag2_scaled,0.000941379437286949,0.980939663917179,0.156891246032187,6.20252500317592e-08,5614.53865323179,18.9702578891229,7.59732734573517e-05,5.75434330335931e-05
max_sbt_temp_change_abs_lag3_scaled,0.0324079204348741,0.409153290060416,0.155298245013003,7.29346227601364e-05,5613.91425906121,18.3458637185377,0.000103811701822177,7.86287261303954e-05
max_sbt_temp_change_abs_lag4_scaled,-0.0655377065190025,0.10669787576726,0.154311900299563,0.000295014848217453,5611.80992449139,16.2415291487168,0.000297301264598506,0.000225180969987166
max_sbt_temp_change_abs_lag5_scaled,-0.0493354846359889,0.211407579898004,0.154049653905344,0.000176014653841524,5612.9725239957,17.4041286530246,0.00016624227818537,0.000125914692980576
max_sbt_temp_change_abs_lag6_scaled,-0.0618248766312654,0.130112248490721,0.151626416092963,0.000255787047214263,5612.44555691967,16.8771615770029,0.000216356988821915,0.000163872416325625
max_sbt_temp_change_abs_lag7_scaled,-0.152803792850189,0.000200931863148338,0.156728749567013,0.00164687821392414,5599.92876961637,4.36037427369774,0.113020378383859,0.0856035323871335
max_sbt_temp_change_abs_lag8_scaled,-0.0104021006572379,0.792351940066922,0.15726787121262,7.5437019779553e-06,5614.56989524248,19.0014998998058,7.47957158091475e-05,5.66515310977015e-05
max_sbt_temp_change_abs_lag9_scaled,-0.138064438658066,0.0213706213169572,0.15832592137056,0.000599602338106461,5609.07723722688,13.5088418842097,0.00116571465519517,0.000882931854123107
min_sbt_temp_change_abs_lag1_scaled,-0.0818547446269766,0.118582095702916,0.152062311867872,0.00050458221400775,5612.06488501421,16.4964896715383,0.000261717511628741,0.000198229237977763
min_sbt_temp_change_abs_lag2_scaled,0.00160917325658203,0.974896422106915,0.157760154382066,1.89948731347618e-07,5615.14859585042,19.5802005077449,5.60032824441718e-05,4.24178265110118e-05
min_sbt_temp_change_abs_lag3_scaled,-0.0479681997709234,0.35502887199563,0.154931148099279,0.000167242127027309,5613.79498833367,18.2265929909954,0.000110190872043461,8.34604167728219e-05
min_sbt_temp_change_abs_lag4_scaled,-0.0295741261400927,0.566886322617033,0.154958064859266,6.40742527327414e-05,5614.22293627821,18.654540935534,8.89647381086419e-05,6.73833865086723e-05
min_sbt_temp_change_abs_lag5_scaled,-0.147337825181407,0.00726928951021478,0.152317240130509,0.001562037219237,5606.9778024478,11.4094071051259,0.00333026448718439,0.00252239824324568
min_sbt_temp_change_abs_lag6_scaled,-0.0304981818020947,0.548331002881244,0.154864521458643,6.93435684119785e-05,5614.19839183026,18.6299964875907,9.00632601675607e-05,6.82154255621007e-05
min_sbt_temp_change_abs_lag7_scaled,-0.0629311931571869,0.207820391898152,0.155409373002323,0.000296362551015854,5612.89471384479,17.3263185021178,0.000172837406700722,0.000130909954061226
min_sbt_temp_change_abs_lag8_scaled,-0.135186484619882,0.0101532445116255,0.153787702879469,0.00134750085238465,5607.60968759852,12.0412922558526,0.0024281002247092,0.00183908388201596
min_sbt_temp_change_abs_lag9_scaled,-0.0367152700499505,0.472708565007007,0.156479742441519,9.87614051787021e-05,5614.00976169527,18.4413663526029,9.89710498550026e-05,7.49623350479002e-05
seas_sbt_temp_change_abs_lag1_scaled,-0.00915110565637004,0.840897067696811,0.155598700198373,5.68197452701545e-06,5614.5236183439,18.9552230012296,7.65465503707947e-05,5.79776425941029e-05
seas_sbt_temp_change_abs_lag2_scaled,-0.0988128736424155,0.0328209986848598,0.152600723440796,0.000688897757080842,5609.85088332414,14.2824879814698,0.000791766533346191,0.00059969726742685
seas_sbt_temp_change_abs_lag3_scaled,-0.027880402477648,0.536884765337103,0.153869427846814,5.66575913205276e-05,5614.36236926179,18.7939739191152,8.29736923907379e-05,6.28456678823591e-05
seas_sbt_temp_change_abs_lag4_scaled,-0.0259299610297708,0.563864511675902,0.161012390888088,4.81025859264595e-05,5615.89477998627,20.3263846435966,3.85639628769168e-05,2.92089930357357e-05
seas_sbt_temp_change_abs_lag5_scaled,-0.0750799751799246,0.102141373565811,0.155154857346557,0.000410314115341666,5611.77780811113,16.2094127684531,0.000302113922703561,0.000228826158048429
seas_sbt_temp_change_abs_lag6_scaled,-0.0548958701928718,0.220229201536051,0.153146894616043,0.000225430557381507,5613.01834050853,17.449945165853,0.000162477247249079,0.000123062995328329
seas_sbt_temp_change_abs_lag7_scaled,0.0174222170489202,0.694127042989427,0.157586396893642,2.24108909393005e-05,5614.9944389194,19.4260435767328,6.04906476988751e-05,4.58166323052132e-05
seas_sbt_temp_change_abs_lag8_scaled,-0.0931678499704674,0.0368741992602353,0.156037146607638,0.00064879723160756,5610.09044641508,14.5220510724093,0.000702387342471789,0.000531999967434044
seas_sbt_temp_change_abs_lag9_scaled,-0.000434636795056529,0.993363477361164,0.157056411020731,9.82939918472573e-09,5614.53224408401,18.9638487413404,7.62171259388712e-05,5.77281309977827e-05
,,,0.154115064299193,0,5612.52748101203,16.9590856693567,0.000207673622197409,0.000157295488636128
