variable,coef,p_value,AICc,deltaAICc,rel_likelihood,akaike_weight
seas_sst_temp_change_lag2_scaled,-0.00794343742062655,0.830277176156657,5614.4581943191,18.8897989764273,7.90919476325746e-05,5.99149935797994e-05
seas_sst_temp_change_lag3_scaled,0.0517044630895704,0.158006288044062,5612.48330067891,16.9149053362362,0.000212312212088602,0.000160834132992857
seas_sst_temp_change_lag4_scaled,0.0109852126647934,0.780079245652626,5614.50392612602,18.9355307833448,7.73039586883565e-05,5.85605276787794e-05
seas_sst_temp_change_lag5_scaled,-0.034752514043236,0.349801586535741,5613.61745434616,18.0490590034906,0.000120419448981339,9.12220615190463e-05
seas_sst_temp_change_lag6_scaled,-0.0708780422718024,0.0581888380452856,5611.04429357471,15.4758982320427,0.000435964772010189,0.000330258987139306
seas_sst_temp_change_lag7_scaled,0.0976906397237856,0.0091838150083438,5607.62224242887,12.0538470862011,0.00241290577235277,0.00182786286324343
seas_sst_temp_change_lag8_scaled,-0.0856804228938163,0.0192270688853467,5608.97094369408,13.402548351406,0.00122934450341762,0.000931272654604507
seas_sst_temp_change_lag9_scaled,0.0782604413982216,0.0463326756359247,5610.53502690014,14.9666315574668,0.000562389561241109,0.000426030309781238
max_sst_temp_change_abs_scaled,0.146326439349381,0.000539206995747981,5602.61133727882,7.04294193614805,0.0295559273509007,0.0223896774637637
min_sst_temp_change_abs_scaled,0.0455101766727994,0.250916072066263,5613.28025792512,17.7118625824533,0.000142533814563006,0.000107974488428574
seas_sst_temp_change_abs_scaled,0.0698538071273036,0.0513923742387001,5610.76233886113,15.1939435184577,0.000501969217823748,0.000380259727613282
max_sst_temp_change_abs_lag1_scaled,-0.0676596421049672,0.183341947776387,5612.68548273344,17.1170873907668,0.000191898552996409,0.000145370052387195
max_sst_temp_change_abs_lag2_scaled,-0.0185431726845488,0.609024088426177,5614.32158306554,18.753187722863,8.4683154411285e-05,6.41505337109643e-05
max_sst_temp_change_abs_lag3_scaled,0.0265042543848928,0.450740088653091,5613.93946627683,18.3710709341567,0.000102511510607779,7.76561544350058e-05
max_sst_temp_change_abs_lag4_scaled,-0.0276217454132398,0.466256640395127,5613.9623644541,18.3939691114301,0.000101344540356803,7.67721325188957e-05
max_sst_temp_change_abs_lag5_scaled,-0.0284078044338122,0.438270087074605,5613.95917245581,18.3907771131389,0.000101506415298396,7.6894758606337e-05
max_sst_temp_change_abs_lag6_scaled,-0.0414272349034687,0.287466519457023,5613.34667345516,17.7782781124906,0.000137878312368821,0.000104447778157496
max_sst_temp_change_abs_lag7_scaled,-0.00526270744551949,0.886574596472106,5614.62021995615,19.0518246134743,7.29371601981329e-05,5.52525208419587e-05
max_sst_temp_change_abs_lag8_scaled,0.0801092763713564,0.0173507269027096,5609.08082166583,13.5124263231564,0.00116362730973904,0.000881489517949104
max_sst_temp_change_abs_lag9_scaled,-0.0719525141647031,0.143042378034545,5612.43904753923,16.8706521965605,0.000217062310977656,0.000164432503660921
min_sst_temp_change_abs_lag1_scaled,-0.0468791976280037,0.238597727682706,5613.11682870438,17.5484333617105,0.00015467000959866,0.000117168092447815
min_sst_temp_change_abs_lag2_scaled,0.0410719478663184,0.314779289090761,5613.60494975331,18.0365544106344,0.000121174705656061,9.17941956005999e-05
min_sst_temp_change_abs_lag3_scaled,-0.0309471408823062,0.456963833568086,5614.00644762165,18.4380522789797,9.91351844788949e-05,7.50984660180364e-05
min_sst_temp_change_abs_lag4_scaled,-0.00790143845063539,0.855612768824831,5614.46389577388,18.8955004312129,7.88667991218974e-05,5.97444354891781e-05
min_sst_temp_change_abs_lag5_scaled,-0.0322116772613983,0.442399326088337,5613.98637281724,18.417977474568,0.000100135254856203,7.58560552800194e-05
min_sst_temp_change_abs_lag6_scaled,0.0222876114253284,0.600608797783091,5614.65837948904,19.089984146367,7.15587281139004e-05,5.42083089853908e-05
min_sst_temp_change_abs_lag7_scaled,-0.0935330553458729,0.0316369632123132,5609.90596173887,14.3375663961997,0.000770259414351621,0.000583499196151419
min_sst_temp_change_abs_lag8_scaled,-0.0321340241959188,0.443888779402731,5613.91265297977,18.3442576370944,0.000103895100327837,7.87042733861215e-05
min_sst_temp_change_abs_lag9_scaled,0.00167652589374483,0.968455158649981,5614.52321500001,18.9548196573405,7.65619892191935e-05,5.79984591330935e-05
seas_sst_temp_change_abs_lag1_scaled,-0.038748298007567,0.356848191860375,5613.65345109824,18.0850557555632,0.000118271482395968,8.95948996141452e-05
seas_sst_temp_change_abs_lag2_scaled,-0.0794891083616865,0.0354117120865978,5609.93318243923,14.3647870965569,0.000759846933484247,0.000575611367579834
seas_sst_temp_change_abs_lag3_scaled,0.0269198108823025,0.452299639818669,5613.9614382005,18.3930428578315,0.000101391486599601,7.68076959854686e-05
seas_sst_temp_change_abs_lag4_scaled,-0.0484277876868722,0.230234803718653,5613.01854119343,17.4501458507593,0.000162460944701441,0.00012307000586171
seas_sst_temp_change_abs_lag5_scaled,-0.0153542331578405,0.675753459302255,5614.35159499562,18.7831996529512,8.34218888770755e-05,6.31950797280172e-05
seas_sst_temp_change_abs_lag6_scaled,-0.0227769926715932,0.537236371778783,5614.1143240267,18.5459286840305,9.39296610957792e-05,7.11550949238288e-05
seas_sst_temp_change_abs_lag7_scaled,0.027126949779868,0.467305331293771,5614.05460094325,18.4862056005795,9.67768446662559e-05,7.33119388308483e-05
seas_sst_temp_change_abs_lag8_scaled,0.0356022086835875,0.324166575565567,5613.52372473384,17.9553293911658,0.000126197212559794,9.55989251324813e-05
seas_sst_temp_change_abs_lag9_scaled,0.0359309675614861,0.372614224547536,5613.75151802323,18.1831226805562,0.000112612105373681,8.53077180728434e-05
max_sbt_temp_scaled,-0.154866023235973,0.449629206607776,5614.00444217107,18.4360468284021,9.92346396901763e-05,7.51738069158618e-05
min_sbt_temp_scaled,-0.00898672869063103,0.96515700077586,5614.49586162499,18.9274662823136,7.76162969054101e-05,5.87971351063323e-05
seas_sbt_temp_scaled,-0.167987922273095,0.253185089638201,5613.3005376154,17.7321422727237,0.000141095846464268,0.00010688517590078
max_sbt_temp_lag1_scaled,-0.330827469691583,0.116407413571332,5612.11883627445,16.55044093178,0.000254751890244733,0.00019298371484493
max_sbt_temp_lag2_scaled,-0.270097338985016,0.185391386716782,5612.87896970861,17.310574365938,0.00017420336393497,0.000131965310555135
max_sbt_temp_lag3_scaled,-0.333953318268398,0.132395487530208,5612.5225696642,16.9541743215323,0.000208184227577255,0.000157707036330074
max_sbt_temp_lag4_scaled,-0.391828539383291,0.0724933608044003,5611.37968581204,15.8112904693708,0.000368656502616907,0.000279270553433004
max_sbt_temp_lag5_scaled,-0.297473946082571,0.14483763563184,5612.48352343012,16.9151280874448,0.000212288567004443,0.000160816220991598
max_sbt_temp_lag6_scaled,-0.273258387335177,0.181645113229565,5612.92038503007,17.3519896874022,0.000170633113125652,0.000129260717221408
max_sbt_temp_lag7_scaled,-0.319195939715369,0.126597747275044,5612.17728063479,16.6088852921193,0.000247415203678637,0.000187425911027193
max_sbt_temp_lag8_scaled,-0.506292247170927,0.0272363607201489,5609.64612651209,14.0777311694164,0.00087712101758402,0.000664450702129498
max_sbt_temp_lag9_scaled,-0.252552738512843,0.205942116177821,5613.03657861447,17.4681832717961,0.000161002343707224,0.000121965063173865
max_sbt_temp_lag10_scaled,-0.258482747579433,0.194146753781432,5612.9520973473,17.3837020046285,0.000167948864593267,0.000127227302463037
min_sbt_temp_lag1_scaled,-0.346797334028447,0.0752972466384678,5611.34236574609,15.7739704034129,0.000375600228711812,0.000284530675567419
min_sbt_temp_lag2_scaled,-0.23834137104763,0.210009551391714,5613.09243426951,17.5240389268338,0.000156568105549525,0.000118605968364567
min_sbt_temp_lag3_scaled,-0.212477837525178,0.283786840371704,5613.74931973584,18.1809243931684,0.000112735950308376,8.54015350629324e-05
min_sbt_temp_lag4_scaled,-0.251672327547759,0.184748585939048,5612.83483854076,17.2664431980911,0.000178089985473343,0.000134909566089219
min_sbt_temp_lag5_scaled,-0.211163842647955,0.262853235588577,5613.36789154529,17.7994962026214,0.00013642328700133,0.000103345544135436
min_sbt_temp_lag6_scaled,-0.283239430971447,0.133771130296118,5612.36421390216,16.7958185594916,0.000225337950650731,0.000170701598211285
min_sbt_temp_lag7_scaled,-0.395906307316812,0.0522475755860389,5610.69508113005,15.1266857873743,0.000519136920454452,0.000393264879511639
min_sbt_temp_lag8_scaled,-0.26585099803347,0.140989451602815,5612.43966099406,16.871265651389,0.000216995742226036,0.000164382075438513
min_sbt_temp_lag9_scaled,-0.281266839574444,0.140628775253236,5612.46465408983,16.8962587471615,0.000214300917613992,0.000162340648919603
min_sbt_temp_lag10_scaled,-0.174780921705376,0.338991592331378,5613.68946358224,18.1210682395686,0.000116160916169557,8.79960698256489e-05
seas_sbt_temp_lag1_scaled,-0.0795971234990745,0.587619859730571,5614.31391652443,18.7455211817578,8.50083908147045e-05,6.43969119783617e-05
seas_sbt_temp_lag2_scaled,-0.117698338412763,0.428376047511311,5614.01952154838,18.451126205704,9.848925491914e-05,7.46091511562314e-05
seas_sbt_temp_lag3_scaled,-0.20346334371387,0.159227793805394,5612.83442655952,17.2660312168528,0.000178126674118348,0.000134937359056718
seas_sbt_temp_lag4_scaled,-0.232859957517683,0.101429947747289,5612.10564856889,16.5372532262181,0.000256437237062664,0.000194260425645442
seas_sbt_temp_lag5_scaled,-0.17332501500857,0.206579927988874,5612.92982232615,17.3614269834816,0.000169829852164205,0.000128652218166971
seas_sbt_temp_lag6_scaled,-0.0788009085919679,0.570698908363798,5614.25410088093,18.6857055382579,8.75892075471013e-05,6.63519734300095e-05
seas_sbt_temp_lag7_scaled,-0.011279967795669,0.929287802552161,5614.54243029037,18.9740349477006,7.58299311009789e-05,5.74438987920506e-05
seas_sbt_temp_lag8_scaled,-0.227836369752063,0.0640478144768696,5611.27546192602,15.7070665833471,0.000388377290866795,0.000294209759467854
seas_sbt_temp_lag9_scaled,-0.00913991696204185,0.939785476354788,5614.60839323387,19.0399978911928,7.33697417117862e-05,5.55802168892691e-05
seas_sbt_temp_lag10_scaled,-0.111635091953626,0.346427737931295,5614.43376740566,18.8653720629873,8.00638568157679e-05,6.06512497248837e-05
max_sbt_temp_change_scaled,0.0695822213825106,0.0479840839161567,5610.63812604095,15.0697306982775,0.000534133180112962,0.000404625085298132
min_sbt_temp_change_scaled,0.102259296631861,0.00887483272955899,5607.60156015257,12.0331648099018,0.00243798742719855,0.00184686311844054
seas_sbt_temp_change_scaled,-0.0196626778194769,0.590588877292324,5614.27829200025,18.7098966575741,8.65361485693946e-05,6.55542433983563e-05
max_sbt_temp_change_lag1_scaled,-0.0243297711660451,0.508885995113829,5614.27534889716,18.7069535544861,8.66635847138648e-05,6.56507808589488e-05
max_sbt_temp_change_lag2_scaled,0.0243747385009534,0.490192558248089,5614.07422006043,18.505824717754,9.58321476444762e-05,7.25962968762749e-05
max_sbt_temp_change_lag3_scaled,0.0205945661778271,0.569698795464517,5614.26831949004,18.6999241473723,8.696871743473e-05,6.58819298641112e-05
max_sbt_temp_change_lag4_scaled,-0.0285650531025609,0.424094967405074,5613.88758264729,18.3191873046162,0.00010520563943424,7.96970538713233e-05
max_sbt_temp_change_lag5_scaled,-0.00843733793665553,0.809576397891012,5614.46270261039,18.894307267723,7.89138636520606e-05,5.97800885626827e-05
max_sbt_temp_change_lag6_scaled,0.0144100999062836,0.695492231727912,5614.34784972303,18.7794543803611,8.35782540958854e-05,6.33135320023831e-05
max_sbt_temp_change_lag7_scaled,0.0524845137643288,0.134878016594397,5612.2593227011,16.6909273584315,0.000237471324858754,0.00017989306535219
max_sbt_temp_change_lag8_scaled,-0.0775988000076345,0.0280646701158757,5609.61304642963,14.0446510869579,0.000891749277902471,0.00067553213518682
max_sbt_temp_change_lag9_scaled,0.00779851099436974,0.862842138453022,5614.58521100284,19.0168156601676,7.42251267193034e-05,5.62282017823929e-05
min_sbt_temp_change_lag1_scaled,-0.035795764467976,0.363686073983318,5613.69221584517,18.1238205024947,0.000116001173416759,8.78750589478698e-05
min_sbt_temp_change_lag2_scaled,-0.00494614904106819,0.90114240956749,5614.53596406817,18.9675687254958,7.60754944459994e-05,5.76299218535724e-05
min_sbt_temp_change_lag3_scaled,0.00917979719511919,0.814738468956491,5614.45844710383,18.8900517611573,7.90819516459809e-05,5.99074212606125e-05
min_sbt_temp_change_lag4_scaled,-0.0127559678283891,0.747474030558461,5614.44580658425,18.877411241574,7.9583352949397e-05,6.02872507726463e-05
min_sbt_temp_change_lag5_scaled,0.0227179139092609,0.567493978497656,5614.18441959708,18.6160242544092,9.06946555364841e-05,6.87044619186055e-05
min_sbt_temp_change_lag6_scaled,0.0373357664138321,0.33856170680722,5613.62093014102,18.0525347983466,0.000120210354076046,9.10636646116089e-05
min_sbt_temp_change_lag7_scaled,-0.0332203472457535,0.391736517721095,5613.87307306358,18.3046777209092,0.000105971659749356,8.02773417974142e-05
min_sbt_temp_change_lag8_scaled,0.00681399443370684,0.859310086212207,5614.48378756704,18.9153922243668,7.8086285980045e-05,5.91531687258373e-05
min_sbt_temp_change_lag9_scaled,-0.0392288555757755,0.311059337292351,5613.61112595668,18.0427306140073,0.000120801083032414,9.15111630319614e-05
seas_sbt_temp_change_lag1_scaled,0.00886738271338682,0.817208990855953,5614.46306167549,18.8946663328143,7.88996973169297e-05,5.97693570545606e-05
seas_sbt_temp_change_lag2_scaled,0.0231834204626388,0.544037097977612,5614.37742371511,18.809028372435,8.23514753236037e-05,6.23842029813485e-05
seas_sbt_temp_change_lag3_scaled,0.00904916020800741,0.807396298667631,5614.46541557228,18.8970202296068,7.88068910695007e-05,5.96990529858745e-05
seas_sbt_temp_change_lag4_scaled,-0.0129481267241798,0.728552075344492,5614.51710715877,18.9487118161023,7.67961608454891e-05,5.81758525581644e-05
seas_sbt_temp_change_lag5_scaled,-0.0230388089538037,0.543179443406425,5614.48380711298,18.9154117703038,7.80855228489612e-05,5.91525906266078e-05
seas_sbt_temp_change_lag6_scaled,-0.0154494353658291,0.677428505392494,5614.55693838729,18.988543044622,7.52818474221839e-05,5.70287057024994e-05
seas_sbt_temp_change_lag7_scaled,0.0622725885260343,0.0906830828340056,5611.6616172521,16.0932219094275,0.00032018520796235,0.00024255180525495
seas_sbt_temp_change_lag8_scaled,-0.061417067534996,0.0922828951316254,5611.62399230745,16.055596964773,0.000326265698529634,0.000247157995445047
seas_sbt_temp_change_lag9_scaled,0.0357443147316187,0.389414138235414,5613.79431181486,18.2259164721918,0.000110228151446623,8.35017872731906e-05
max_sbt_temp_change_abs_scaled,0.0910286739919238,0.0185003456023259,5608.98691151012,13.4185161674486,0.00121956860683395,0.00092386706151217
min_sbt_temp_change_abs_scaled,0.0804792693986084,0.111653790251876,5612.07624561739,16.5078502747137,0.000260235091514516,0.000197137436920432
seas_sbt_temp_change_abs_scaled,0.00285464965963819,0.946391605487238,5614.62944226396,19.0610469212925,7.26016099582278e-05,5.49983294726551e-05
max_sbt_temp_change_abs_lag1_scaled,0.0488717090872706,0.221023598799753,5613.08407158319,17.515676240514,0.00015722414112583,0.000119102938897207
max_sbt_temp_change_abs_lag2_scaled,0.000941379437286949,0.980939663917179,5614.53865323179,18.9702578891229,7.59732734573517e-05,5.7552485779966e-05
max_sbt_temp_change_abs_lag3_scaled,0.0324079204348741,0.409153290060416,5613.91425906121,18.3458637185377,0.000103811701822177,7.86410960200208e-05
max_sbt_temp_change_abs_lag4_scaled,-0.0655377065190025,0.10669787576726,5611.80992449139,16.2415291487168,0.000297301264598506,0.000225216395510147
max_sbt_temp_change_abs_lag5_scaled,-0.0493354846359889,0.211407579898004,5612.9725239957,17.4041286530246,0.00016624227818537,0.00012593450190959
max_sbt_temp_change_abs_lag6_scaled,-0.0618248766312654,0.130112248490721,5612.44555691967,16.8771615770029,0.000216356988821915,0.000163898196772573
max_sbt_temp_change_abs_lag7_scaled,-0.152803792850189,0.000200931863148338,5599.92876961637,4.36037427369774,0.113020378383859,0.085616999554914
max_sbt_temp_change_abs_lag8_scaled,-0.0104021006572379,0.792351940066922,5614.56989524248,19.0014998998058,7.47957158091475e-05,5.66604435298528e-05
max_sbt_temp_change_abs_lag9_scaled,-0.138064438658066,0.0213706213169572,5609.07723722688,13.5088418842097,0.00116571465519517,0.000883070757169356
min_sbt_temp_change_abs_lag1_scaled,-0.0818547446269766,0.118582095702916,5612.06488501421,16.4964896715383,0.000261717511628741,0.000198260423447947
min_sbt_temp_change_abs_lag2_scaled,0.00160917325658203,0.974896422106915,5615.14859585042,19.5802005077449,5.60032824441718e-05,4.24244996934212e-05
min_sbt_temp_change_abs_lag3_scaled,-0.0479681997709234,0.35502887199563,5613.79498833367,18.2265929909954,0.000110190872043461,8.34735467851517e-05
min_sbt_temp_change_abs_lag4_scaled,-0.0295741261400927,0.566886322617033,5614.22293627821,18.654540935534,8.89647381086419e-05,6.73939872788324e-05
min_sbt_temp_change_abs_lag5_scaled,-0.147337825181407,0.00726928951021478,5606.9778024478,11.4094071051259,0.00333026448718439,0.00252279506752856
min_sbt_temp_change_abs_lag6_scaled,-0.0304981818020947,0.548331002881244,5614.19839183026,18.6299964875907,9.00632601675607e-05,6.82261572288398e-05
min_sbt_temp_change_abs_lag7_scaled,-0.0629311931571869,0.207820391898152,5612.89471384479,17.3263185021178,0.000172837406700722,0.000130930548845884
min_sbt_temp_change_abs_lag8_scaled,-0.135186484619882,0.0101532445116255,5607.60968759852,12.0412922558526,0.0024281002247092,0.00183937320712336
min_sbt_temp_change_abs_lag9_scaled,-0.0367152700499505,0.472708565007007,5614.00976169527,18.4413663526029,9.89710498550026e-05,7.49741281400211e-05
seas_sbt_temp_change_abs_lag1_scaled,-0.00915110565637004,0.840897067696811,5614.5236183439,18.9552230012296,7.65465503707947e-05,5.79867636504257e-05
seas_sbt_temp_change_abs_lag2_scaled,-0.0988128736424155,0.0328209986848598,5609.85088332414,14.2824879814698,0.000791766533346191,0.00059979161194153
seas_sbt_temp_change_abs_lag3_scaled,-0.027880402477648,0.536884765337103,5614.36236926179,18.7939739191152,8.29736923907379e-05,6.28555547775614e-05
seas_sbt_temp_change_abs_lag4_scaled,-0.0259299610297708,0.563864511675902,5615.89477998627,20.3263846435966,3.85639628769168e-05,2.92135882013667e-05
seas_sbt_temp_change_abs_lag5_scaled,-0.0750799751799246,0.102141373565811,5611.77780811113,16.2094127684531,0.000302113922703561,0.00022886215703325
seas_sbt_temp_change_abs_lag6_scaled,-0.0548958701928718,0.220229201536051,5613.01834050853,17.449945165853,0.000162477247249079,0.0001230823556276
seas_sbt_temp_change_abs_lag7_scaled,0.0174222170489202,0.694127042989427,5614.9944389194,19.4260435767328,6.04906476988751e-05,4.58238401885468e-05
seas_sbt_temp_change_abs_lag8_scaled,-0.0931678499704674,0.0368741992602353,5610.09044641508,14.5220510724093,0.000702387342471789,0.000532083661793621
seas_sbt_temp_change_abs_lag9_scaled,-0.000434636795056529,0.993363477361164,5614.53224408401,18.9638487413404,7.62171259388712e-05,5.77372128008827e-05
